"","VK_170831_025","VK_170831_037","VK_170831_043","VK_170831_073","VK_170831_103","VK_170831_163","VK_170831_175","VK_170901_091","VK_170901_121","VK_170901_139","VK_170831_079","VK_170831_115","VK_170831_169","VK_170831_187","VK_170901_037","VK_170901_055","VK_170901_061","VK_170901_097","VK_170901_151","VK_170901_163","VK_170901_175"
"Label","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","N2","N2","N2","N2","N2","N2","N2","N2","N2","N2","N2"
"260.1605_48.6","9227728","11326900","51925130","5751667","10002570","3791631","4929658","3913393","3958202","20315110","3510077","64224510","2914574","21559450","15782460","11573340","6587513","35353800","10441590","64966080","1289194"
"260.197_91.3","6299778","9438336","35332340","5343208","8142421","2878723","4186742","3773569","3316071","14678190","5579683","45191640","2998546","19436960","17969180","15643790","5851350","26175080","12133500","56362730","2238631"
"260.6479_155.5","1995611","168104","4515923","5807892","5947066","2908801","1257761","5918276","2217299.2","2943207","5729862","6761849","4852536","7941054","3977914","399130.3","1859598","4750103","5287222","4195466","3390682.7"
"260.9037_63","52756","909796.1","2143765","1241161","1458688","920765.3","1229265","1774805","24.6","1999024","1149230","52756","1338995","2129210","2029697","873703.4","658212.4","2037762","1670257","2089586","1794714.8"
"261.0113_58","404348.2","8163566","24.6","24.6","24.6","24.6","51928.9","564376","332533.6","332533.6","24.6","24.6","24.6","24.6","24.6","488687","332533.6","332533.6","551849.4","1858265","332533.6"
"261.0226_70.9","876546.1","1629321","1667036","2465308","35288","2248275","5493647","2805310","1587300.5","24.6","35288","576324.9","35288","667563","35288","1291834","24.6","1553411","24.6","7623712","24.6"
"261.0303_95","1440368","1256674","17710.4","6484673","17710.4","661015.2","2577428","1490896","1778511","24.6","17710.4","346116.9","17710.4","793320.7","17710.4","647877.3","24.6","24.6","24.6","4747586","24.6"
"261.037_241.5","10249660","4936267","9715336","15219350","3782590","14662960","27138690","10058230","5593131.8","6102194","45942.8","15549200","45942.8","8651062","5483163","19327810","1787373","13801320","6714231","24583140","585335.8"
"261.037_96.5","7065027","1598310","843740.4","1785128","571160.1","1508622","1829653","5149541","3496183.1","643117.7","91724.9","2039251","91724.9","13184230","2311031","5297059","468900.1","5159982","2302597","9852483","24.6"
"261.0372_290.2","2913898","3528829","1728080","5630043","947745.3","2942758","5592716","3068425","1703093.9","1574324","24.6","2653473","24.6","4425928","1415128","4015640","403141.4","2628011","1078162","8392276","736139.9"
"261.0901_40.6","8395573","723119.9","1045120","40722.2","133223.6","40722.2","40722.2","1582285","24.6","1144136","40722.2","2481623","40722.2","40722.2","798382","1419346","101507.2","1590975","868368","1845864","24.6"
"261.1195_93.6","3485380","2880407","4078818","1875018","1232240","1923773","777555","1095625","676723.8","749694.8","21230.3","4917724","21230.3","1797034","1083627","1554455","5374564","1810641","732361.3","5093462","81213.2"
"261.1235_30.5","327132","439440.1","13289870","376394.8","276133.6","1516037","346076.9","213569.7","69359.7","10411760","25920","150625.7","25920","119078.3","25920","162519.3","24.6","106568.6","150398.8","24.6","24.6"
"261.1446_49.1","12103310","19005020","47953070","6972113","11857020","5743412","5762212","4501336","3845718","16827280","3588234","74323090","2978620","32919520","18899870","30905430","6837999","34248730","10343180","68123640","1773350"
"261.1558_127.1","11008770","17056900","24888390","8877815","7434862","5707139","7911174","6151928","4300475","11780320","1923361","30166370","1547584","14970400","12283850","19227130","2501097","21005110","8617787","27062630","1187368"
"261.2003_94.1","612578","417851.3","3863414","4149174","966808.2","245764.1","5566272","9386471","724256.5","1844614","58586.4","5291394","58586.4","1683854","1692006","1992347","444010.1","3357713","1675108","7662302","50499.5"
"261.91_190.6","603690","1030606","42352.4","731006.6","5065.2","916322.7","5065.2","75205.4","1739859.7","1736674","155720.5","1562159","979163.5","3430849","1556356","75205.4","1719576","1853013","1474565","75205.4","1152326.7"
"261.9232_74.5","242002.1","24.6","24.6","5299006","24.6","24.6","24.6","39669.7","39669.7","39669.7","24.6","24.6","24.6","24.6","24.6","39669.7","39669.7","2580089","39669.7","39669.7","39669.7"
"261.962_69.8","931335","4053739","791528.8","1652480","285565.8","1525850","2361906","1695443","1505878.1","2653126","422385.8","2096110","25647.6","1539602","708989.2","1946763","241608.8","2021713","705399.4","6841857","75046.3"
"262.0976_31.3","654447.5","1046845","828267.8","888987.9","29741.9","902506.9","911746.8","1694278","1217128","763384.6","5315031","29741.9","2022442","492861.1","891758.3","803239.9","24.6","834039.1","840750.9","1481946","1363265.9"
"262.1033_99.3","3492367","4469192","1139612","3231620","257132.8","3256293","4382924","2441690","3287254.8","1339271","24.6","2569669","24.6","2538903","2253601","1444423","1042248","1426593","1180428","2777617","146501.3"
"262.1184_35.7","887419.2","1261953","6365904","1145611","1591357","824282.4","1248277","800885.7","822061.2","3175632","2633053","6775400","466556.4","3449787","2943071","4375004","1179628","5594869","1798036","9674273","369381.4"
"262.1398_126.3","9715940","13768870","7739332","8728021","4244695","5538421","6366136","7083832","5183943.8","4556861","1236098","4895154","2268270","2679788","1996410","5871513","613019.3","3801135","2050024","5356529","742464.1"
"262.1431_134.2","6777905","13824090","63335.5","3146928","2613420","81912.9","1754537","5720182","4294859.3","24.6","507364.4","4990917","987407.1","1718267","2120268","24.6","1097712","292086.6","1797810","9457144","24.6"
"262.1478_40.2","370508.7","975002.2","4040286","17247.6","696555.7","17247.6","17247.6","24.6","24.6","1598494","430067.3","5532204","17247.6","1613012","960278.9","1318973","743532.3","2144990","1362651","5750048","24.6"
"262.1511_121.6","7480626","11530120","24155320","4808140","7248556","3826595","5271933","5285456","4422978","13170080","2196447","36211990","2123089","18592630","15338670","13682180","3755750","19744690","10013600","44247880","1621963"
"262.1591_127.8","815141.1","1411418","3106119","663356.5","535667.1","463231.2","585338.3","515990.7","1072598","1276899","233586.6","2658515","427361.7","1140912","1249829","2482401","81813.2","1817076","1216985","4074318","24.6"
"262.1651_24.3","1104143","1772750","1141454","989673.9","857712","1064974","1701893","1172333","944716.6","779961.9","1187621","1600815","691641.2","698486.4","721107.4","1583135","829212.3","1490284","823087.8","1509188","1051666.1"
"263.0228_174.6","56362.7","2294011","14164900","4760737","56362.7","2640090","2003127","3529081","1023545.4","2766245","9885022","11608670","56362.7","5189033","2292546","5023259","24.6","6361403","24.6","14698460","24.6"
"263.087_97.4","1272411","160390.7","688499.4","1882022","24.6","24.6","2112078","1578187","514141.7","2166526","24.6","24.6","24.6","24.6","24.6","3176486","39822.9","39822.9","39822.9","1245227","39822.9"
"263.1238_165.4","9875.9","1195266","561184.8","2475457","9875.9","2068126","2565385","2027619","1248068.4","24.6","277911.3","482258.7","9875.9","1964194","9875.9","1421426","24.6","529718.5","24.6","2548660","24.6"
"263.1276_26.3","727884.5","219146.6","73119.4","440822.4","828472.3","843478.6","838816.2","1353922","2503367.7","870929.4","937394.3","749636.7","748943.4","619319.3","73119.4","24.6","467676.8","24.6","1158706","24.6","1054582.7"
"263.1408_37.1","31405100","26954660","55202680","16788370","13758020","11906810","13263410","11639570","9020521","22010510","2765235","57453440","2537413","22562450","17926910","19327540","6992658","34124190","13200370","67488960","1545029"
"263.1541_125.6","2588.8","901241.9","3302120","2588.8","414472","2588.8","2588.8","13983.7","13983.7","792319.3","2588.8","2822181","2588.8","1444989","613750.7","612767.6","13983.7","1883660","13983.7","3683052","13983.7"
"263.6583_117.7","24.6","24.6","24.6","6391586","24.6","24.6","24.6","119450.8","119450.8","119450.8","24.6","3019202","24.6","24.6","24.6","119450.8","119450.8","119450.8","119450.8","3549705","119450.8"
"263.6585_292.5","564.3","564.3","564.3","11024.2","564.3","564.3","564.3","12013.2","12013.2","12013.2","564.3","840688.9","564.3","564.3","564.3","12013.2","12013.2","12013.2","12013.2","2116575","12013.2"
"263.9261_189.7","18960.5","18960.5","18960.5","18960.5","18960.5","18960.5","18960.5","24.6","24.6","24.6","18960.5","18960.5","18960.5","18960.5","18960.5","24.6","24.6","24.6","24.6","24.6","24.6"
"264.0397_294.8","7256","192352.2","7256","220559.6","7256","576516.9","1069927","529431","389511.3","24.6","7256","136705.2","7256","7256","7256","541656.5","24.6","637320.2","24.6","801490.3","24.6"
"264.0547_199.4","634107.2","816022.7","428074.1","1696210","683322.2","874503.2","523904.5","137887.4","137887.4","723469.8","702325.1","1977015","1020658","2169026","24.6","137887.4","637451.4","137887.4","137887.4","137887.4","1729956.8"
"264.0762_132.7","5171640","6972502","3625531","5483559","2034072","9197206","11922190","8671184","4450422","1614385","1747302","7697016","3993033","20670820","15491080","10631910","3436355","10576900","23093330","26913880","1169438"
"264.087_118.2","70538.9","70538.9","1176979","70538.9","70538.9","70538.9","70538.9","24.6","24.6","358970.8","70538.9","2087424","70538.9","17140460","1244802","2719806","24.6","3911897","24.6","7193200","24.6"
"264.0931_91.5","1180727","2548112","33782.3","1927383","33782.3","1254377","1476301","1792722","2195189.6","24.6","33782.3","982001.5","33782.3","7348391","990856","1948098","24.6","664256.9","172505.5","6821012","133827"
"264.1443_23.6","2631049","2406948","5295750","126942.6","1077424","158804","197472.7","904218","2669857.1","1831269","436387.4","5577867","130865.9","1797877","58854.3","1217486","396790.7","3556319","1262704","6255979","297011.7"
"264.1807_26.2","819280.5","3165589","3488770","2889456","3570290","4273317","3584433","2971138","24.6","2530435","4401181","3444595","4342012","3355285","1212108","2034404","1176968","1213020","2984118","1745348","1410817.1"
"264.95_58.5","24.6","24.6","24.6","24.6","24.6","24.6","728416.2","144594.5","163622.4","141522.9","1234835","24.6","24.6","586509.5","24.6","155130.7","152093.3","141522.9","141522.9","141522.9","160679.3"
"265.0132_136.6","14402.2","14402.2","14402.2","75815.8","14402.2","14402.2","14402.2","129789.4","264191.7","236759.9","14402.2","586258.7","14402.2","14402.2","327906.6","183667.8","75747.4","24.6","252382.3","385103.4","281010.5"
"265.0351_44.3","488477.4","31620.7","1760377","838946.3","1491142","1719246","971485.1","1352609","1418447.7","1195192","31620.7","2209163","31620.7","1737901","1910674","2175678","796663.1","3053414","1101356","3154827","24.6"
"265.1548_32.6","12121040","13670800","93160490","6276074","18374280","5178555","7839938","7390341","6689995","31577600","8964461","137193700","8559834","69485300","57114190","47974640","15556200","81114260","32281610","154215500","4384121"
"265.6742_279.2","18871.7","18871.7","1789612","18871.7","18871.7","18871.7","18871.7","24.6","24.6","1880618","18871.7","2277611","18871.7","945991","1322761","631291.8","306081.2","1897048","591995.5","656246.9","172386.3"
"265.9102_70.7","494549.3","962925","24.6","1058563","1256100","833479.7","1797584","1072924","826901.8","677742.3","2425.3","277263.3","1726088","2062727","109484.3","596711.6","164989.6","834638.2","1789420","1757503","84591.3"
"266.1475_105","573814","863701.2","3443455","424559.8","332102.7","12843.7","322112","24.6","24.6","1654261","12843.7","569239.9","12843.7","2802396","12843.7","24.6","24.6","403872.6","268630.4","1308334","24.6"
"266.1584_31.2","975989.3","1116171","13099180","24.6","1884562","24.6","637635.3","612534.4","859383.6","4091283","989540.5","19727280","353948.6","9746409","6871163","5886047","1847606","6580536","4166826","24398220","809308.9"
"266.2475_38.3","24.6","24.6","24.6","24.6","24.6","1105664","204510","3594766","76923.9","76923.9","24.6","1560090","24.6","1775595","1006244","539326.3","1059229","386929","1260964","1730339","76923.9"
"266.9514_196.6","115096.4","115096.4","954408.6","115096.4","115096.4","115096.4","115096.4","1833343","1355145.6","24.6","1314448","115096.4","3267662","3580248","816727.3","1347203","832409.6","1167382","441002.4","24.6","1349656.5"
"267.0156_192.4","36454","36454","36454","36454","36454","36454","36454","2929400","24.6","890958.3","36454","36454","36454","36454","240202.9","24.6","585559.2","24.6","24.6","24.6","607249.5"
"267.0718_111.4","988183.4","1252577","1303580","3141956","10981.1","1514539","3636251","10928.1","1049192.6","688831.7","10981.1","3340655","10981.1","1578375","1074999","1736590","3539866","1941397","916029.3","4282584","10928.1"
"267.1085_115.8","1494110","1688005","2280043","934212.9","682483.4","603195.5","321142.6","801254","291240.3","2095084","206612","2169296","47931","1413782","672903.1","2528543","437506.8","3465634","898113.2","7607509","24.6"
"267.1338_40.1","7031232","7306212","29533200","2415266","8343469","2580380","3610604","4018874","5167847","13259750","2647969","44284610","2720681","22921460","18152240","18836690","5594624","26733270","10414660","47810970","2217691"
"267.1711_20.8","1250460","787794.4","3871835","1546716","1688001","1193232","1681390","297807.4","2374174.3","3649529","3352010","9196876","812729.5","5096228","6183532","5968147","2055122","9144285","3745256","12324170","1202585"
"267.2107_25.6","24.6","24.6","44683.1","24.6","24.6","3405956","24.6","114594.9","114594.9","114594.9","24.6","24.6","24.6","24.6","660767.8","114594.9","114594.9","114594.9","190350.9","114594.9","342770.8"
"267.2682_26.7","25044290","14124210","20349180","12120510","13393800","26780100","27712020","31466030","7998915","18132160","20063750","12696040","27536300","31074780","28959340","16218450","27159160","27426180","32343380","23672090","22625366"
"267.9071_70.8","1362779","601296.7","2216184","514676.1","30309.5","371826.7","858190.9","1172442","586941.4","24.6","30309.5","30309.5","30309.5","352887.9","30309.5","813297.6","24.6","1510705","102800.7","1615414","24.6"
"267.9294_48.5","981546.1","1773670","2421395","1022918","816489.7","499921.8","981960.8","2258092","103830.5","1532199","4251.2","2903095","4251.2","1289726","2434858","2895304","175371.9","2948839","1135486","5456840","160038.1"
"267.978_66.4","3849491","7517037","1761747","3301477","2025865","1075270","1228224","6170756","9840734","434017.6","3300041","1660409","2878691","24.6","171384.4","13380130","2103078","434017.6","1421923","641607.9","5542134.2"
