"","VK_170831_025","VK_170831_037","VK_170831_043","VK_170831_073","VK_170831_103","VK_170831_163","VK_170831_175","VK_170901_091","VK_170901_121","VK_170901_139","VK_170831_079","VK_170831_115","VK_170831_169","VK_170831_187","VK_170901_037","VK_170901_055","VK_170901_061","VK_170901_097","VK_170901_151","VK_170901_163","VK_170901_175"
"Label","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","daf16","N2","N2","N2","N2","N2","N2","N2","N2","N2","N2","N2"
"610.9909_108","2440815","2358058","1317380","4987965","895049.7","4899643","8494717","6263547","2966215.4","4564427","197514.6","4037028","543159.1","5093973","2113485","4525491","971695.1","2568747","1539129","4948035","215841.7"
"611.46_28.8","21696.1","2759776","169733.7","21696.1","536842.1","21696.1","412047.1","261764.1","24.6","1082282","21696.1","793677.8","1217688","690907","1024294","915959.3","252139.2","899344.9","784809","2520484","24.6"
"612.3679_26.2","127231.2","127231.2","127231.2","127231.2","127231.2","127231.2","444776.6","2057101","664785.1","24.6","127231.2","596160.2","127231.2","127231.2","2420142","688776.1","890289.4","1372466","1982956","770482","1976613.1"
"613.3054_29.5","1445094","440790.7","1330737","819854","1192931","1254902","1019130","1102166","2129660.4","1497992","966804.6","799182.3","1764155","999470.7","672990.1","816343.2","1201975","1373876","1075700","2254080","1144817.7"
"613.4286_27","12677.4","12677.4","275838","12677.4","12677.4","12677.4","12677.4","24.6","24.6","693015.7","12677.4","1234438","12677.4","683416","258270.3","496784.7","50477.3","281514.8","609764.5","1270787","24.6"
"614.4788_26.2","2511285","1021518","2174054","154552.6","2806107","533906.2","1100006","2743574","3857489.2","946665.2","331663.6","35613.2","1398278","1839135","392409.1","24.6","1858793","195544.8","800308.4","24.6","1498255.6"
"614.5719_53.2","101480","1352949","101480","101480","101480","101480","101480","24.6","24.6","24.6","101480","101480","101480","101480","5605545","24.6","5105730","24.6","24.6","24.6","13710923"
"615.4089_29.9","24.6","24.6","430679.1","24.6","24.6","24.6","24.6","10529.3","10529.3","305924.7","24.6","1063947","24.6","524455.4","1791103","10529.3","23735.3","462018","347193.6","2235719","10529.3"
"615.8783_73.3","3214","367516","339208","962951.3","1476850","1977068","1138562","1346587","1033369.1","14210.7","3214","852539","3214","710325.4","136487.9","3436573","14210.7","458690.8","14210.7","839865.7","297711.3"
"615.9808_66.6","654094.8","914184.3","10178230","2411019","6874.5","684183","1512722","254102.1","2691116.6","254102.1","120582.6","4170816","33397.3","2573524","6874.5","254102.1","254102.1","714814.4","254102.1","5208460","254102.1"
"616.6603_48.5","1035386","93877.7","93877.7","93877.7","576586.4","1381194","525170.7","24.6","883509.2","2421761","448349.5","93877.7","979971.9","383671.1","944746.3","24.6","858172.9","868798.9","1386157","24.6","464803"
"616.858_65.5","2266919","2355620","3871064","2138229","3069012","2374463","2987400","4666647","3550855.8","5742751","366977.1","2460196","3952661","3494432","3441817","5196728","1932040","3401054","3960300","3788570","4149044"
"617.3575_65.4","97652.9","97652.9","375818.4","97652.9","97652.9","97652.9","97652.9","2004859","24.6","1473095","229464.9","139563","2797308","442692.5","886166.1","1503090","2324474","883434.9","1214875","6196448","180897.6"
"617.9878_105.5","1108496","2487798","1964.3","1544833","398479.6","616755.2","1390269","544333.8","1696655","23882.1","1964.3","1195871","1964.3","691650.6","1964.3","1417811","23882.1","23882.1","162116","1720567","23882.1"
"618.0971_99.2","88037.9","88037.9","88037.9","88037.9","88037.9","88037.9","88037.9","24.6","24.6","24.6","17509030","88037.9","88037.9","88037.9","88037.9","24.6","130856.6","24.6","24.6","15422760","24.6"
"618.5943_55.4","3886195","2408988","2818412","471213.4","2703622","4305185","4305664","2810900","3189570.9","3324662","2897342","4295589","2795457","2831548","16717560","1829557","25220620","5405721","4716290","4191602","12064749"
"618.9517_60.2","15481.3","15481.3","405753.2","15481.3","15481.3","15481.3","15481.3","24.6","194384","74083.6","15481.3","15481.3","15481.3","15481.3","185282.8","24.6","190768.9","24.6","24.6","24.6","505791.1"
"619.2865_43.8","287119.1","987876","16564.5","16564.5","16564.5","107792.3","145140.8","546670.1","88554.3","1077949","16564.5","635019.2","82594.8","16564.5","992068","83965.4","16024.3","540026.8","933426.5","823426.5","55281.5"
"619.381_29.1","12149.9","12149.9","1424346","12149.9","12149.9","3004361","12149.9","24.6","2966058.5","376382.3","12149.9","1388347","12149.9","532738.2","579857.3","51180.3","52220.7","628958","445490.6","1925137","24.6"
"619.7438_81.9","2390901","71460","2055294","71460","71460","882321.1","71460","1359331","2257936.3","24.6","71460","71460","71460","489905","404886.6","2181493","1877773","162223.8","218692.5","1861633","42525.8"
"619.9572_268.5","456804.1","4754.7","639360.6","4754.7","4754.7","4754.7","691792.3","37692.2","1789469.2","37692.2","4754.7","4754.7","4754.7","4754.7","511443.1","37692.2","37692.2","37692.2","37692.2","37692.2","37692.2"
"620.3653_29","19190.6","19190.6","914337.1","19190.6","237741.8","19190.6","107958.4","24.6","24.6","788767.7","19190.6","1088021","419276.1","808040.8","3834049","548278.3","86265.4","1566456","911665.3","2712735","24.6"
"620.4891_47.7","4433850","7320111","16430050","14681700","24.6","6595720","4030927","394428.9","394428.9","7775956","14833550","14341230","8503597","7983446","24.6","394428.9","394428.9","5887265","6041995","394428.9","394428.9"
"620.5458_54.4","43358510","35967930","22585940","28719440","39262640","13733080","34133250","10631060","19182183","26731380","25456370","28897620","32545810","22293500","34802370","47374300","24757440","9589142","24654710","28268370","12192821"
"620.9982_94.4","1296189","510760.6","24.6","24.6","24.6","24.6","24.6","582805.8","55708.9","12349.8","24.6","24.6","24.6","1178486","24.6","581157.7","12349.8","100447.2","12349.8","1406464","12349.8"
"621.3098_26.5","3858133","606221.6","2579516","876139","1200101","1128172","1395812","1478992","5040867.3","873355.3","1964021","1099834","1890103","3104027","5264015","666717.1","3048920","2979934","6472555","3281582","2272072.1"
"621.3971_28.1","24.6","418438.3","1435483","348029.6","545812.6","1106261","1501116","86409.4","86409.4","2201504","496420.5","490394.5","679883.6","909067.2","24.6","86409.4","86409.4","86409.4","86409.4","762040.7","101879.5"
"621.8879_83.9","2028950","6122724","798380.2","4434724","482359.8","2215836","2002028","1388121","1093668.6","201494.1","24.6","2196763","24.6","1052122","1082875","856179.2","1082417","1271635","344597","3779314","6554174.9"
"622.9547_95.2","1559661","2624241","182933.6","2036291","24.6","1568704","2284438","771987.5","34286.2","34286.2","1929978","1300586","26102.2","1406764","24.6","916458.9","241913.1","1023531","4473440","1480618","34286.2"
"623.2887_27","1909010","30640.5","15263.3","15263.3","15263.3","15263.3","130220.1","228904","316854.5","225525.5","139955","15263.3","895904.9","199173","359452.7","24.6","231523.9","226483.7","144005.6","24.6","154602.7"
"623.3156_25.6","37549.6","37549.6","37549.6","37549.6","37549.6","37549.6","50147.9","272702","117481.9","173978.1","37549.6","37549.6","37549.6","37549.6","878839","1532169","516203.5","899653","1023317","24.6","443467.4"
"625.1071_123.2","1587743","516002.8","526023.1","2678466","948992.8","1694409","2153924","3069166","530350.5","288278","2633393","24.6","1286535","1264572","24.6","3121662","50373.4","2737268","50373.4","762957.9","708061.1"
"625.2015_92","24.6","24.6","24.6","24.6","24.6","35160.5","24.6","197091.2","25096.6","25096.6","992476","24.6","24.6","24.6","24.6","25096.6","25096.6","25096.6","25096.6","25096.6","25096.6"
"626.9652_108.3","7039.2","7039.2","596627.4","542942.1","7039.2","1209520","1149041","1395724","1145453.8","3757.3","7039.2","806715.9","7039.2","1550952","417338.7","911715.4","3757.3","1432990","346575.4","790922.9","3757.3"
"627.8203_63.8","6383032","2804752","4493887","4053022","7998630","9810089","789229.2","4206003","2791253.3","3829680","6001748","2639602","6143172","10024610","6853475","10401530","2139760","7627779","4703353","9055273","4346960"
"627.896_83.7","3509928","3430352","1913122","3798383","43084.5","1747030","4734000","4194044","3017505.1","24.6","43084.5","2344500","43084.5","3175895","1088709","2444202","24.6","1879320","1440789","3702028","24.6"
"628.4812_53.3","3055687","13319360","16183580","6219479","4394329","5039202","11649010","2972409","4477603","12570430","4582815","6605570","6565680","8382206","24.6","5976002","1014085","23158740","2597252","2665297","7945150"
"628.7002_63.6","8433569","2503261","2170820","128562.2","2177050","10647970","6395152","562724.8","3637333.3","6335510","5485969","128562.2","3650828","128562.2","1404022","24.6","485576.4","236306","2664406","1587392","1737599.9"
"628.8208_256.9","38891.2","38891.2","490106.1","561345.6","583033.4","617696.6","368571.3","352532","979886.3","714450.4","813650.8","1094421","653861","614924","1611793","753536.4","652216.6","1010485","198378.1","1309921","434784"
"629.4223_31.4","800431.7","38793.2","38793.2","38793.2","38793.2","38793.2","38793.2","24.6","24.6","837342.4","38793.2","443326.9","38793.2","2210663","1270820","658759.7","851578.8","24.6","1314911","2762885","24.6"
"629.8186_59.8","20964670","172363.2","172363.2","172363.2","5301179","172363.2","172363.2","24.6","24.6","315539.4","172363.2","172363.2","172363.2","8895756","5607822","9747893","4143535","14667750","24.6","24.6","1019786.3"
"629.9529_99","1867482","906178.6","6617.5","896688.8","6617.5","1117985","1313286","1120216","1241297.7","24.6","6617.5","587503.2","6617.5","1241680","23411.6","1183502","24.6","24.6","24.6","996111.7","24.6"
"630.2707_85.4","871604.5","124734.7","112480.8","4885366","112480.8","940722","23363620","24.6","24.6","24.6","16282760","112480.8","112480.8","114970.6","112480.8","24.6","247164.2","24.6","24.6","778259.9","24.6"
"630.3641_66.1","12280760","12354960","2096985","9204940","8300920","17466710","36239670","1637782","8670407.1","30501.4","9502945","12312940","7659381","9923897","170840.9","7648140","2661276","7397135","8973830","3786416","797005"
"630.6997_65.8","337666.2","54420","2115159","54420","54420","54420","54420","2918997","2582949.7","24.6","754800.4","54420","362347.9","54420","285590.8","3030224","467088.4","23598.8","656710.5","24.6","1301898"
"631.3443_92.1","40820.8","40820.8","40820.8","40820.8","40820.8","40820.8","40820.8","24.6","24.6","24.6","40820.8","40820.8","40820.8","40820.8","40820.8","24.6","24.6","24.6","24.6","24.6","24.6"
"631.3817_34.9","73202.6","3936785","73202.6","73202.6","73202.6","73202.6","73202.6","1284433","24.6","437591.7","73202.6","73202.6","73202.6","686246","1664248","3631077","24.6","24.6","304498.9","2412700","24.6"
"631.3988_40.5","580964","5343.5","2983644","5343.5","1201326","5343.5","2727949","62678.6","62678.6","3885069","5343.5","2559894","306145.1","5343.5","298074.1","62678.6","904080.9","1232417","507779","2786482","62678.6"
"632.6852_73.4","2987027","896017.8","5678028","2952200","2788998","1624632","5397253","3576295","3530786.1","827823.1","1523387","10058860","2738176","1760286","2003393","3301704","723548.7","681572.8","2060498","2958815","5541910.3"
"632.7835_63.7","132564.9","6767684","132564.9","9316825","940585.2","606956.4","21169700","1454398","971508.6","1634860","2067740","2060645","132564.9","330784.4","1168208","1671889","1600813","1316200","666891.2","793452.3","14489133.5"
"632.9738_107.7","66050.7","1193933","851987.8","1089476","66050.7","3089921","5270363","2442315","1157955.6","1874312","66050.7","1738058","66050.7","2514555","1051434","3692896","363645.4","2146424","2277298","3341799","24.6"
"633.0291_58.6","3190084","3522499","790385.3","5770638","1239748","4227140","67509.4","959682","1824032.7","2684174","639090.6","4099750","4965311","67509.4","1273134","4742586","3482274","5060283","627721.1","24.6","3003927.8"
"633.3969_32.7","24.6","24.6","1045912","24.6","24.6","3649032","24.6","421614.6","421614.6","421614.6","24.6","1226226","24.6","784013.9","368968.3","726868.4","421614.6","1340818","751580.7","1706747","421614.6"
"635.3394_42.8","34310.5","34310.5","12362340","34310.5","34310.5","34310.5","34310.5","24.6","24.6","10764540","34310.5","34310.5","34310.5","34310.5","34310.5","24.6","24.6","24.6","24.6","24.6","24.6"
"636.569_54.5","186045.1","186045.1","186045.1","186045.1","186045.1","186045.1","186045.1","2139929","2022642.6","861388.8","186045.1","186045.1","186045.1","186045.1","186045.1","24.6","2898944","3290793","24.6","24.6","24.6"
"636.9518_176.2","39176.3","39176.3","39176.3","39176.3","39176.3","39176.3","1311010","1009672","24.6","24.6","39176.3","39176.3","39176.3","1450977","39176.3","1548489","24.6","800788.5","24.6","1121618","24.6"
"636.9972_116.1","1082052","2111321","1122731","2885624","15368.6","994724.1","1747262","910919.9","2888.1","1942357","8736.4","2564006","8736.4","2363570","330311","1751549","2888.1","1717108","810018.2","3733213","2888.1"
"637.431_35.8","174668.7","110585.4","63441","6970811","270022.1","2159794","63441","1588658","5461690.1","4221601","3745592","1254008","702755.8","63441","500488.6","984066","24.6","24.6","4787973","24.6","10230769"
"637.6319_111.9","363871.8","361734.8","1928112","707473.8","20722.6","20722.6","456942.7","515158.3","1295509.5","330879","20722.6","375615.1","1437021","20722.6","1404543","910164.4","24.6","1256459","1064530","2096078","24.6"
"637.861_75.7","13936260","12269160","764810.8","9293744","24.6","18288040","18345460","2669689","4263385.1","383031","24.6","8996960","24.6","10211460","24.6","18272250","383031","383031","383031","2221058","383031"
"638.2698_45","12966","12966","561513.7","12966","12966","12966","155197.6","24.6","24.6","24.6","12966","112630.9","12966","853830.3","192863.5","259553.6","61452.4","238928.2","939924.6","480698.5","24.6"
"638.3108_25.4","8959639","3502171","12759880","3487460","5990805","9080543","8775465","6629841","2982821","11926690","10388330","4105733","11131240","14770980","9080286","24.6","8653499","18324080","15536990","3004351","15064340"
"638.337_26.6","20797480","3696704","2729536","3023231","3020529","2729536","6217629","13203560","18609599","9298477","7233825","4063700","6703864","3263403","18936490","24.6","16456240","16229300","28233140","9772399","21470839"
"638.4334_40.2","24.6","24.6","47709470","24.6","24.6","24.6","39030230","580193.5","580193.5","580193.5","24.6","24.6","24.6","33225760","45415740","710238.5","47535150","580193.5","580193.5","580193.5","580193.5"
"638.9801_65.3","4183362","14303910","8983528","12115280","12034640","4370313","11098740","12110040","10260836","6954732","8532488","12423900","7788447","9312057","8341521","8519056","6082697","7183629","4007591","8455718","11025030"
"639.3127_25.6","2296712","2785444","8894783","1679661","2830838","4051720","4184156","7622341","1041848.6","4686605","4202672","1670435","5643122","8924515","2949632","233700.6","3642360","7288253","5378636","3615507","4726460.8"
"639.339_26.4","4894948","511542.7","511542.7","511542.7","511542.7","1741145","511542.7","6679126","2990987.1","2194652","1485513","747454.7","1308666","2410448","5783799","1293960","3186940","3561443","4192555","1909536","3991721.4"
"639.9043_66.3","3301482","2596207","824351.4","58250.4","58250.4","460047.3","58250.4","4327180","24.6","968594.3","751602.8","4194631","5665741","1461980","958006.9","5925221","2053641","685815.7","1886289","763764.9","2734541.2"
"640.215_107.8","64214","64214","64214","64214","64214","64214","64214","2150653","24.6","24.6","64214","1565876","64214","64214","64214","24.6","6906740","24.6","24.6","24.6","24.6"
"640.3139_25.5","32663.1","355329.2","2567036","239902.7","713201.8","757309.8","855068.2","1136882","24.6","650112.3","684910","903956.3","812547.2","1479882","666852.2","434934.8","692219.9","1467573","873044.7","3670994","576872.5"
"640.6042_55.4","136710.4","136710.4","3040587","136710.4","136710.4","136710.4","136710.4","3564891","454649.9","794697.4","136710.4","136710.4","136710.4","136710.4","1691235","24.6","361352.9","3696963","211982.5","1635172","324033.8"
"640.7305_67","27433","27433","27433","781671.6","27433","27433","27433","2416166","103166.4","24.6","722133.1","27433","214461.5","2108652","467856.8","24.6","2830751","136988.3","2088973","24.6","238339.6"
"641.4601_27.9","37871.1","37871.1","37871.1","37871.1","37871.1","37871.1","37871.1","343565.9","24.6","347927.9","37871.1","262096.6","37871.1","551215.4","6971364","40674.8","24.6","2917883","412894.9","1197758","24.6"
"642.7068_77.1","4539603","78030.5","78030.5","7630591","78030.5","78030.5","78030.5","24.6","648656","24.6","78030.5","6404660","78030.5","782033.1","6849636","5070596","24.6","4849814","6190856","24.6","24.6"
"643.1618_108.5","653882.5","1253524","1132919","1716454","16656.7","272175.6","937549.1","367645.1","3381801.2","105504.8","24.6","1180192","24.6","890584.6","57087.4","681615","43493.2","329088.6","353141.7","1482555","43493.2"
"643.4025_28.7","24.6","24.6","1135568","24.6","24.6","24.6","24.6","23753.7","23753.7","762697.1","24.6","1597600","24.6","1619028","859956.2","23753.7","23753.7","933040.9","989024.2","2917958","23753.7"
"643.8229_66.3","10755.1","10755.1","4060595","5511904","7572504","10755.1","10755.1","119148.5","2078256.8","119148.5","5293825","1944594","1850304","2305731","10755.1","11217880","2137660","119148.5","4382224","119148.5","1778919.6"
"643.8627_65.8","1546188","77958.6","77958.6","2729700","819597.2","3263241","1031389","1533069","493431","1069305","485667","6112709","798035.9","624850.6","706837.7","1151187","650415","517792","686151.9","4822127","767904.5"
"643.8693_79.5","2443667","3924140","106428.9","2684778","4437248","1661220","1949524","4164606","3088856","893409.1","107769.5","4216644","1476772","1918358","106428.9","1151306","399610.6","1427560","24.6","2156658","1890542.9"
"645.123_85.1","4237.2","4237.2","4237.2","4237.2","10737340","4237.2","4237.2","259183.4","10510156.9","259183.4","4237.2","4237.2","8745602","4237.2","4237.2","259183.4","259183.4","259183.4","259183.4","259183.4","259183.4"
"645.4978_26.6","758942.4","626418.1","1049668","249036.9","347993.2","632865.3","622008.8","912768","406322.1","739746.6","502266.9","522903.8","641463.4","557472","237920.2","24.6","679226.8","1181951","422347.7","471177.9","593920.8"
"646.0209_222.8","24.6","24.6","530924.7","733401.4","390716.2","1557771","1547589","322543.3","26974.6","26974.6","24.6","1013759","24.6","739961.1","24.6","991749.5","26974.6","1334612","26974.6","2099270","26974.6"
"646.1289_86.4","5371061","20907.9","20907.9","20907.9","20907.9","20907.9","20907.9","24.6","24.6","7383850","20907.9","20907.9","20907.9","20907.9","20907.9","24.6","24.6","24.6","24.6","24.6","24.6"
"646.5698_53.8","4855873","7036742","4086753","8015125","5706546","5815094","6816248","1255259","6789940.8","6189318","6699269","1779846","6781355","4931969","6151063","7911758","3825401","6188861","6254916","5826477","685229.1"
"647.4134_27.1","24.6","24.6","24.6","24.6","24.6","24.6","24.6","38252.9","38252.9","251806.6","24.6","1148565","1381065","929294.2","92393.9","38252.9","38252.9","38252.9","38252.9","1467141","38252.9"
"647.4587_70.9","433981.2","433981.2","1160808","433981.2","4822207","7921402","2079519","9319477","3887126.9","2101018","433981.2","433981.2","6260627","8921792","7375908","3130465","1915820","4442574","7754845","8677120","24.6"
"647.5583_89.6","841511.5","30970.6","969488.9","30970.6","30970.6","30970.6","30970.6","1223951","2072841.5","952292.5","30970.6","65502","30970.6","1363175","1459473","733564.6","1496324","1847379","1212927","126074.7","486021.8"
"648.5466_54.4","10910000","13098480","4030103","207418.1","13022060","860033.1","207418.1","3572442","11567395.9","948946.5","787664.6","207418.1","2912729","207418.1","2756275","24.6","2396605","1833347","3792297","3454004","3020750.8"
"649.219_250.2","18366.5","18366.5","18366.5","18366.5","18366.5","18366.5","18366.5","440109.5","5465.3","5465.3","18366.5","18366.5","18366.5","18366.5","557974.3","320511.3","5465.3","130682.3","1437005","551303.4","5465.3"
"649.4651_78.2","65292.1","8889967","65292.1","65292.1","65292.1","65292.1","65292.1","3061686","236732.8","1454.9","65292.1","65292.1","1221813","65292.1","65292.1","1454.9","1454.9","1441358","553010.3","1454.9","1454.9"
"650.4812_47.9","988782.8","19311210","6109565","10040660","6989524","9419829","8971709","12406440","899117.6","8421277","19354270","13112350","9484424","1448419","928132","14963500","838713.7","6617483","1587615","16226150","1746666.4"
"650.6257_69.1","34987.5","34987.5","310489","34987.5","34987.5","34987.5","34987.5","341951.7","24.6","459621.4","34987.5","34987.5","34987.5","531233","60800.8","6635","249684","272105.1","389313.4","24.6","24.6"
"650.7818_229.3","453090.1","1770457","44434.2","782899.4","777153.2","780334.6","44434.2","1065626","860399.3","24.6","44434.2","44434.2","426272.9","44434.2","1838677","2329961","24.6","692801.7","1834392","1006754","1805406.9"
"651.3221_26.8","4321543","1192062","1548886","1525176","1953827","2224766","2569973","4309252","3961519","8202976","2241783","2803273","2393750","3134704","5176009","3233019","5045759","4423617","5173439","3831875","4998693"
"651.3515_65.5","2509035","1613048","954337.5","623878.5","1287132","158513.7","679152.1","1924199","24.6","2455167","549567.6","158513.7","2140066","2282802","1931458","24.6","1792461","2560930","2723747","1181347","2011891.1"
"651.9373_98.3","2969106","3171962","24.6","3094314","24.6","2330780","2277630","1480948","1257369","89352","24.6","958194.3","24.6","1115906","24.6","1043750","89352","475518","89352","788107","89352"
"652.1384_87","16673180","12671090","166579.6","166579.6","166579.6","166579.6","187514.1","24.6","24.6","24.6","166579.6","166579.6","166579.6","166579.6","166579.6","8969470","4049509","24.6","7975879","5547025","24.6"
"652.2837_44.4","520395.7","145526.1","701268.6","1120495","1144686","31898.2","31898.2","8091440","24.6","834477.4","279803.7","3092728","31898.2","675002.3","1669588","3509797","24.6","24.6","24.6","3956769","377024.7"
"652.324_26.9","1486725","272221.2","3236467","693170.8","1509481","2070668","1836686","5640504","1929488.5","2052688","1242820","1151420","1152746","2042960","3492636","1118539","2620904","2473717","4038913","3090223","2974178.2"
"652.7031_62.8","10209970","10437750","8562437","8221755","6586566","3350866","3181236","8351350","1212231.5","4790029","3513943","4491858","1692507","1859712","1884367","13426140","2212827","765210.9","2885712","1689161","1509200.4"
"653.3017_25.6","24.6","24.6","1474146","24.6","175600.9","169099.8","123353.9","63887","5104183","63887","191179.9","24.6","261998.5","813902.3","307701.8","63887","538567","621312.2","63887","63887","63887"
"653.8243_66.4","3014019","1450829","5262855","1188115","1314020","2703080","2081676","1481308","1607074","3418950","2711717","2272109","1535899","1315408","1084363","4243252","3252808","2947528","1127328","4893144","1069210"
"654.0283_24.6","15816.8","5126.6","124935.5","98799.9","74257.1","112343.3","71631.1","86211.1","24.6","134497.8","56732.9","50258.2","188697.6","102337.7","61610.8","11459.4","28111.7","110431.6","38304.5","309967","70872.9"
"654.3284_25.5","22314390","26222900","112221600","26984130","55493510","69348480","70850570","92130150","14028784","87269060","60079630","43443270","90446530","129557500","57583820","14248810","72674680","89839330","95289860","40697570","82978173"
"654.6359_24.8","24.6","24.6","24.6","100232.7","24.6","111833.7","24.6","202510","22659.4","22659.4","24.6","24.6","24.6","24.6","194030","22659.4","177371.4","141361.9","605229.4","22659.4","180946.3"
"654.7012_62.8","4532854","4407338","4226806","5881902","6492979","8174690","1294224","7114594","117439","6042584","4187078","7632662","1460909","6502148","2576529","2433722","3967574","7868178","5704682","24.6","1978056"
"654.7708_47.1","4997357","453364.8","47578.1","394122.1","40531.6","628620.8","646138.9","1102528","2665557.3","89920.3","38888.3","262730.1","97266.5","38888.3","375511.3","498022.3","409060.6","24.6","1041113","1491406","675351.8"
"654.8337_25.1","854638.3","1082105","4158965","884979.7","2228495","1958273","2105420","2123307","597410.5","4022532","4343990","1800397","3328294","5242575","2052172","627343.5","1837525","5193367","2710986","3039498","2721674"
"655.8364_24.6","24.6","24.6","24.6","24.6","386572.3","348897.3","787475.8","53865.5","53865.5","2085333","193651.9","24.6","864555.1","716510.3","24.6","53865.5","424469.3","134104.1","248209","53865.5","489693"
"656.3406_25","6814555","2807094","12444460","2949990","5726131","9546185","8175078","8855436","1365248","8187009","6059686","4282629","10440120","13529940","5480086","2503604","6982258","10058450","9231317","4537940","8798491"
"656.5722_36.5","7771.9","7771.9","420484.8","7771.9","7771.9","51310.2","7771.9","24.6","24.6","14810.4","7771.9","7771.9","7771.9","13232.7","7771.9","408810.4","30712.9","24.6","24.6","24.6","20499.7"
"656.5811_31.5","896077.4","104955.6","1089485","104955.6","917623","368826.8","4302404","1028916","972092.7","966690","104955.6","104955.6","581000.5","1026392","810922.9","7835","1103669","560244.8","1181108","276240.9","794136.3"
"657.2431_44.2","1086631","626400.2","2555196","296188.2","409005.6","575678.3","656719.1","689528.2","981959","2527054","54988.3","2415198","259777.8","980726.6","2938000","998355.2","242913.6","817475.3","2516429","1832368","355404.1"
"657.3128_25.1","9353.2","9353.2","1154048","120187.7","323975.2","53618.1","386809","640026.3","24.6","196070.7","348032.4","206428.2","228537.9","518254.8","268430.1","25887.2","24.6","584821.7","275459.1","24.6","198632"
"657.3402_25.2","315162","251148.9","2598722","281614.5","439302.3","631199.4","698391.3","632415.7","122374.8","819996.5","495435.7","457327.8","814344.7","998356.7","425306.1","261524.3","495542.6","730659.4","592238.5","1307226","596080.6"
"657.4172_29.1","14431.7","14431.7","1212373","14431.7","14431.7","14431.7","14431.7","3520.6","3520.6","612812.9","14431.7","552653.3","14431.7","14431.7","1093656","3520.6","96025.8","598699.3","850585.8","1922676","3520.6"
"657.5846_30.9","250636.3","63484.6","376537.5","3232757","823400.3","128568.9","356545.2","592076.4","328321.2","475783.3","183665","63484.6","827464.8","2050212","378001","24.6","1161515","338940.8","1911418","1134003","527656"
"658.5041_35.6","91995.5","91995.5","2817981","91995.5","1505500","1196665","605116","820097.2","5984937.1","24.6","2246452","91995.5","1168742","2458482","91995.5","280536.7","512228.3","24.6","616600.8","4241587","779031.1"
"659.0351_94.3","672939","33718.5","33718.5","33718.5","33718.5","33718.5","33718.5","779825","234505.9","24.6","33718.5","33718.5","33718.5","1039956","586953.3","652122.7","24.6","421104.6","233070","1823886","24.6"
"659.2871_24.4","823306.7","856156.2","2341330","840672.5","2875840","3993714","3451986","2212369","1379641.3","2125030","3388229","1198205","2473255","2816806","1388734","343296.4","1813770","2494819","1999625","1623389","2193549.2"
"659.3902_27.6","312428.2","26695.1","2220284","26695.1","26695.1","26695.1","26695.1","24.6","24.6","929791.1","26695.1","1543737","26695.1","2581308","939540","749677.3","24.6","2083920","1008707","3953538","24.6"
"659.5132_26.3","2252774","242846.3","1578981","521189.5","518797.5","556291.8","1387316","2199304","454329.4","530682.2","1112627","489452.2","1184204","1628823","537207.2","1932795","812066.3","1395088","2127238","3513942","678989.4"
"659.9258_66.2","935162.3","45445.3","71323.3","45445.3","706357.8","3820215","45445.3","1137930","679776.8","989172.6","431394.8","1016565","45445.3","1972762","576686.4","1779310","865519.3","126528.4","183222.1","791919.2","24.6"
"659.9317_60.8","2953726","173811.4","1420644","173811.4","1140877","173811.4","950320.9","848744.4","1007733.5","627365.2","788889.3","883373.8","4196011","1783573","1274814","682925.9","1346333","2346545","3842321","2039887","1986117.6"
"660.4675_51.4","6990357","991414.8","118205.9","118205.9","3323487","118205.9","118205.9","6082016","1521361.2","24.6","1507242","118205.9","4980452","118205.9","3924934","1935516","24.6","1449257","24.6","24.6","2005796.1"
"660.5569_31.4","473845.3","3851.3","3851.3","3851.3","3851.3","3851.3","3851.3","917184.5","64.1","64.1","3851.3","3851.3","3851.3","3851.3","3851.3","64.1","146617.1","64.1","788356.4","64.1","64.1"
"660.646_63","6481488","536256.9","9073120","3930","2888224","3601274","1730310","1552918","3259635.7","3633039","751604.9","3032273","8112562","7044049","6291571","6935827","554571.5","453211.7","6370585","114806.2","2856566.2"
"661.294_24.2","42557.9","296679","331458.8","72631.8","246249.7","358899.9","264937.7","147282.7","557050.7","89615","175510.7","235682.9","258331.2","205105.7","58744.1","11113.2","177265.5","356791","198002.2","62821.7","102779.7"
"661.5371_31.5","763566.5","257690.2","616893.8","65083.6","339464.9","680270.6","1283915","480898.9","689998","424871.8","655582.1","65083.6","507808.1","735808.1","1333721","214820.5","1134213","561620","1498437","192345.8","998945.4"
"661.9985_222","22031","497784.2","22031","957309","22031","362170.9","620990.6","1289622","770647.1","24.6","22031","161884","22031","626115.3","2868899","805091.6","24.6","1306936","24.6","1243132","24.6"
"662.3279_43.3","4502132","4157136","1042937","3166011","515348.9","1341510","2122362","1661455","1266319.6","774518.1","283242.4","3213530","138641.1","3415540","1165752","2524121","230722.9","1396313","1454884","2779896","138089.2"
"663.3331_42.9","4997595","2114168","1679915","1540624","706733.5","347219.9","2190116","1383074","487795.5","513444.8","114143.3","1959084","157319.7","1451649","613461.9","1768046","257094.5","1385549","1086502","3263589","14886.5"
