"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"130.0499_64.9",-0.024654,0.019729,-0.016132,-0.022751,0.021977,-0.025813,-0.016623,0.013302
"130.0499_241.4",-0.013163,-0.0013882,0.044716,0.0028366,-0.0074855,-0.0079999,-0.0088231,0.0081147
"130.0652_41.2",-0.0059261,0.014026,0.018001,-0.0099849,0.011704,-0.003106,0.0032208,0.026799
"130.0768_88.7",-0.0086484,0.0015498,-0.010496,0.014896,0.0045623,0.0068064,0.037896,-0.034614
"130.0863_111.4",0.0029002,-0.021039,-0.012781,0.023678,-0.023076,-0.012644,0.023587,0.0060492
"130.0863_43.5",-0.029389,-0.0075832,0.021746,0.014263,0.009212,-0.021721,0.017699,0.0028093
"130.0976_103.9",-0.015467,0.02747,-0.012696,0.0049905,0.043151,-0.015008,-0.0095178,0.0037662
"130.1057_105.1",-0.0095618,0.0013043,-0.0035389,0.01762,0.012806,-0.012135,0.0107,-0.017244
"130.1133_108.8",-0.0017374,-0.011466,-0.0081713,-0.0047845,-0.029345,0.015911,0.0031091,0.038338
"130.142_293.7",-0.026609,0.032001,-0.010731,0.0092796,0.014073,0.0090391,-0.010364,-0.015887
"130.1421_129.4",-0.019048,-0.016666,0.015557,0.022617,-0.0059932,-0.0074368,0.025916,-0.035673
"130.5091_215.1",0.010751,-0.022857,0.025244,-0.015639,-0.0073303,-0.0060029,0.017792,-0.014154
"130.6021_94.2",0.029808,0.011932,-0.029739,0.016356,-0.0045759,0.0028932,-0.010069,-0.0079451
"130.9583_286.7",0.023715,-0.025494,0.021355,-0.018921,0.020429,-0.0033037,0.00030678,-0.004338
"131.0076_230.3",0.013086,-0.026488,0.014538,-0.0085455,0.0015974,0.00018555,-0.014801,0.01594
"131.034_78.2",-0.0051751,0.0088937,0.0059268,-0.030972,0.023286,-0.012771,0.048318,0.0042738
"131.0492_44.2",-0.018081,0.028348,-0.034445,0.007547,-0.0026702,0.0035202,-0.0068782,0.011552
"131.0532_36.5",-0.028028,0.010713,-0.018221,-0.0075599,0.014896,-0.011692,-0.018682,0.013539
"131.0533_84.2",-0.019651,0.014995,-0.022398,-0.019195,0.022778,-0.030377,-0.0053871,0.020145
"131.0913_110.5",-0.021949,0.00025181,-0.027996,0.0025096,-0.014212,-0.012677,0.0041647,0.030566
"131.1009_105.6",-0.0093038,0.0033841,0.006371,0.021689,-0.0036858,0.017071,0.03889,-0.019703
"131.118_27.1",-0.002254,-0.025822,-0.027672,-0.017543,0.0058423,-0.0069095,-0.01228,-0.031839
"131.1292_91.4",-0.019915,-0.01425,-0.024686,0.021041,-0.0071924,0.0064431,0.019161,-0.020686
"131.5791_117.3",0.029553,0.0040927,-0.01212,0.026998,-0.018667,-0.012752,-0.0067234,-0.010395
"131.6968_44.3",0.020049,0.0072444,-0.021296,-0.014894,7.4846e-05,-0.009166,0.0022793,-0.0037357
"132.0037_290",-0.0050878,-0.022079,0.013721,0.023656,-0.020312,-0.025491,0.03075,-0.029441
"132.0407_145.6",0.012854,-0.0042053,0.001186,0.029084,-0.017087,-0.030054,0.012371,0.012101
"132.0808_44",0.00082471,0.0099341,0.016525,0.017532,-0.012755,0.0059602,0.034162,-0.026041
"132.0923_43.8",0.0053345,0.019466,-0.024954,0.028602,-0.0016532,-0.011115,0.01687,0.027347
"132.1019_40.8",0.01823,0.010276,-0.041792,-0.00027635,-0.010363,0.0023859,-0.012583,0.013697
"132.1116_43.7",0.016555,0.0036987,-0.028495,0.027722,-0.021775,0.017901,-0.002908,-0.017113
"132.1208_43.1",-0.0077685,-0.020732,-0.0064205,0.0012925,-0.019704,0.016054,-0.026347,-0.020527
"132.1295_43.4",0.012278,0.016899,-0.043158,0.0098666,-0.0079933,-0.00056502,0.0015353,0.0088269
"132.5088_44.2",0.02438,0.0012701,-0.024355,-0.018861,0.0016732,0.0031135,0.011693,0.0021919
"132.5334_128.7",-0.012135,0.0087297,0.0023651,-0.045918,-0.018915,-0.039625,-0.0074856,-0.015586
"132.5543_176.3",-0.018746,0.012254,-0.03482,-0.002267,0.005057,-0.010961,-0.010838,0.023204
"132.9028_167.3",0.0021073,0.0059906,-0.006266,0.0064316,0.04219,-0.0019915,0.04978,-0.0042089
"133.0319_47.9",0.010582,0.021016,-0.036526,0.020611,-0.0087844,-0.012681,0.0010172,0.0067547
"133.0796_25.7",0.0033619,-0.012554,0.019699,-0.014285,0.0225,-0.0051528,0.039906,0.00029546
"133.0972_116.3",-0.018438,0.010103,-0.021008,-0.012847,0.020101,-0.029993,0.0089449,0.009254
"133.0989_42.4",0.010893,0.016419,-0.042322,0.0081153,-0.011797,0.0079936,0.0043917,0.0069183
"133.1053_39.2",0.021568,0.0099703,-0.038099,0.014257,-0.011704,0.0039322,-0.0028437,0.0097669
"133.1082_43.5",0.020018,0.012632,-0.033573,0.019746,-0.018277,0.003126,0.002084,0.0077501
"133.529_34.9",0.0030613,0.012143,-0.028143,0.01838,-0.014767,0.038823,-0.0063898,0.0011062
"134.0189_68.8",-0.03333,0.027067,-0.016184,-0.010515,0.016771,-0.0072028,-0.00042635,0.0027259
"134.0271_175.4",-0.023521,0.032112,-0.017924,0.019413,-0.0057951,-0.003027,0.0070009,-0.00068583
"134.0383_144.7",0.014727,-0.0063281,0.0029278,0.028295,-0.019598,-0.024976,0.0049304,0.012258
"134.0448_90.9",-0.025645,0.0087594,-0.017793,-0.013437,0.010092,-0.016327,-0.039365,0.023254
"134.0448_25.6",0.0084834,-0.039032,0.00026835,0.038749,-0.0037694,0.010404,-0.012943,0.0035373
"134.0762_285",-0.0058036,0.02838,-0.024948,0.0072763,0.041138,-0.014217,-0.0096018,-0.0041147
"134.0942_110.6",-0.0063315,-0.0056554,-0.0046129,-0.011843,0.021697,-0.0032737,0.059554,-0.00047401
"134.1005_115.9",-0.015918,0.0099553,-0.023546,-0.017675,0.03133,-0.022621,0.0013593,0.019799
"134.1062_43.4",0.010785,0.016944,-0.042305,0.013156,-0.014012,0.0037984,-0.00032167,0.011706
"134.1086_43.5",0.024545,0.0087308,-0.028505,0.027209,-0.020909,0.0084046,0.0062956,-0.0024116
"134.978_41.6",-0.0032726,-0.004691,-0.019304,0.00023628,-0.018593,0.037121,-0.044194,-0.0036636
"135.0222_70.2",-0.013396,0.0050803,-0.0039867,0.007561,-0.017051,0.050279,-0.022762,-0.0078469
"135.0302_179.9",-0.021422,0.016234,-0.017239,0.0082482,-0.0023463,0.044583,-0.025294,-0.0048481
"135.0634_19.3",0.014647,-0.028603,0.019565,0.020426,0.0046792,0.012994,0.028801,-0.0217
"135.084_90.8",0.032227,0.01049,-0.005171,0.019923,-0.0059573,-0.016641,-0.0011417,-0.022385
"136.0142_43.5",-0.020423,-0.015586,-0.022379,0.024689,-0.018746,0.020253,-0.015864,-0.0064801
"136.0393_37",-0.0061671,0.01277,0.0026553,-0.010326,-0.019167,0.019722,-0.012795,0.028351
"136.0619_123.2",-0.015214,0.030186,-0.0045661,-0.00010881,0.021754,0.017667,0.015485,-0.011528
"136.0619_25.9",-0.0057811,-0.0058858,-0.041159,-0.0013892,0.013112,0.020864,-0.010056,-0.0034476
"136.0619_287.7",0.0016315,-0.0026032,0.025252,0.030996,-0.012572,0.012994,0.013541,-0.021879
"136.0758_280.2",0.027184,-0.019732,0.028096,0.014395,0.0045893,-0.0052341,-0.0041212,0.011848
"136.0758_41.5",-0.02549,0.017164,-0.031007,0.0055484,-0.0036347,0.0061335,-0.0064731,0.028818
"136.0839_27.4",0.0089479,-0.020362,0.026653,-0.016894,-0.0094701,0.012362,0.020734,-0.031455
"136.5895_98.4",-0.017137,-0.011942,-0.0015519,0.01951,-0.0032594,0.0035425,-0.0058501,-0.033087
"137.0167_42",-0.02386,0.0053937,-0.019838,-0.0054949,0.028593,-0.026384,-0.010375,0.027374
"137.0457_42.8",-0.024413,-0.010439,-0.034089,0.002571,0.029407,-0.0045495,-0.016496,0.0022147
"137.0597_25.4",0.0035155,-0.0012198,0.022577,0.0041581,-0.021319,-0.0054418,0.014663,0.0033729
"137.0652_42.4",-0.0090132,0.0032407,-0.028285,-0.0001729,-0.013037,0.02384,-0.02825,-0.010611
"137.0751_42.4",-0.021135,-0.015002,0.0027196,0.0053842,0.036019,-0.0084288,-0.0026016,0.012835
"137.1325_22.9",0.018071,-0.039954,0.014779,-0.0041436,0.0047909,-0.001132,0.00070877,-0.0018678
"137.5973_94.5",0.020613,0.0023693,-0.0082083,0.00074775,0.006406,0.0037236,0.016751,0.0076898
"138.0429_41.8",-0.021456,0.0051629,-0.022932,-0.0046199,0.023422,-0.016914,-0.0075454,0.008836
"138.0526_62.1",0.00048446,-0.0044617,-0.0066129,-0.026235,0.032811,-0.0039735,0.045896,0.0037158
"138.055_26.8",-0.03198,0.0036494,-0.027758,-0.013793,-0.0072558,0.0033751,0.0016826,0.0014954
"138.0663_99.2",0.017155,0.0061109,0.025277,-0.015567,0.012442,-0.0043628,0.024835,-0.0088488
"138.0894_124.6",-0.0059382,0.010478,-0.024428,0.0043113,0.0042246,-0.00056832,-0.012681,-0.0011311
"138.1076_285.7",-0.010031,0.027232,-0.01816,0.0020929,0.04726,-0.013105,-0.011965,-0.0043084
"138.5869_108",0.014737,0.0016222,-0.0031435,0.029793,-0.018887,0.012419,0.0084607,-0.034803
"139.0026_42.5",0.0054965,-0.009316,0.011688,0.025336,-0.00264,-0.0052834,-0.048422,0.027564
"139.0503_34.7",0.003766,-0.039291,-0.022759,0.017074,0.0031317,-0.0026645,-0.005912,-0.0020531
"139.0584_28.9",-0.020056,0.0060349,-0.024914,-0.0073129,0.025062,-0.027218,-0.0067977,0.023186
"139.0736_152",-0.019802,0.024328,0.0069139,0.029075,-0.025261,0.0017337,0.026583,-0.0059225
"139.9634_21.7",0.020001,-0.019469,0.017593,0.0098335,-0.022987,-0.0015979,-0.0093553,0.013351
"139.9879_245.7",0.0068542,-0.018435,0.036546,-0.013746,-0.012235,-0.0036427,0.019482,0.011487
"140.0382_63",-0.019491,0.028469,-0.0087029,0.0020781,0.042063,-0.01355,-0.0057248,-0.0093107
"140.0683_61.3",-0.028346,0.03124,0.014234,-0.0026426,-0.0081575,0.019301,-0.020245,0.0073141
"140.0983_63.4",-0.01093,0.024768,-0.0070807,-0.0094591,0.0076699,-0.014038,-0.031653,-0.038364
"141.0658_68.1",-0.010136,0.021996,-0.0006773,0.0077437,0.044207,-0.00065403,-0.0083351,-0.017751
"141.0716_63.1",-0.033911,0.028246,0.012041,-0.00095638,-0.0094736,0.013521,-0.015619,0.0023028
"142.0265_116.9",-0.039287,0.019279,-0.00061011,-0.0015167,-0.012523,0.009507,-0.0047832,-0.0051824
"142.0322_223.6",-0.0082122,0.0062315,-0.014456,-0.0037711,0.034665,0.001302,0.015747,0.0076781
"142.0476_75.4",-0.017525,0.01252,0.013992,0.0082456,0.020444,-0.012873,0.019159,-0.030472
"142.0489_133.6",-0.033084,0.0044983,0.020758,-0.0051834,-0.021063,-0.0055337,0.0081345,-0.015568
"142.0652_44.9",-0.016333,0.019056,-0.0072274,0.0087699,-0.022833,0.038809,0.024963,0.011971
"142.0726_63.4",-0.020353,0.0072028,0.0067643,-0.007,-0.030785,0.022944,-0.026192,0.016133
"142.5713_126.2",-0.0085099,0.0086771,-0.019127,0.020662,0.014133,-0.018191,0.021415,-0.029761
"142.5896_283",-0.0033628,0.024221,-0.031482,0.0037225,0.020807,-0.010543,-0.013313,0.0074333
"143.0485_263.3",0.0058543,-0.029236,0.0087127,-0.015376,0.010937,0.014388,-0.0039526,-0.0091218
"143.0634_138",-0.0097774,0.0021129,-0.0055076,-0.024646,0.028663,-0.023697,0.024522,-0.011422
"143.0704_21.9",-0.014465,0.017132,0.019217,-0.0014046,-0.0098567,-0.0053329,-0.0088546,0.013181
"143.0913_278",-0.0088535,0.025546,-0.0187,0.0098311,0.044402,-0.013378,-0.014702,-0.0092814
"143.539_174.5",-0.02345,0.02296,-0.014571,0.021346,0.030048,-0.0099983,0.0038515,-0.019711
"143.5792_110.6",-0.017706,0.015347,-0.033075,-0.0052033,0.01403,-0.024348,-0.0064166,0.022511
"143.5973_282.3",0.0094394,0.02324,-0.024507,0.0025521,0.034267,-0.00038575,0.00078721,0.0013695
"143.9881_74.9",-0.023257,0.0033032,-0.016698,0.013522,-0.0271,0.038945,-0.00019833,-0.012451
"144.0656_278.5",0.0154,-0.031523,0.02115,-0.0027312,-0.0020442,0.0085562,-0.0082029,-0.001031
"144.0656_57.8",-0.02804,0.016611,-0.029787,-0.0010845,-0.0049418,-0.01971,-0.0030047,0.013961
"144.0808_43",-0.021504,0.023052,-0.030399,0.0082821,0.0056394,0.0044105,0.013016,-0.0038736
"144.5516_133.6",-0.033212,0.020629,0.018868,-6.5194e-05,-0.0092311,-0.0054312,-0.0044317,-0.012591
"144.6052_90.2",0.036077,0.012209,-0.0084148,0.0087026,0.0029391,-0.0049384,-0.0039433,-0.011691
"145.0318_46",0.016075,-0.0010702,0.014863,-0.0024244,0.0093019,-0.01213,0.028391,-0.018949
"145.0523_130.6",-0.023259,0.016299,-0.012321,0.015533,-0.016786,0.044185,-0.027838,-0.009236
"145.0689_75.4",-0.020708,0.014201,-0.028633,-0.012397,0.010197,-0.031433,-0.0025486,0.021707
"145.0846_121",0.012912,0.011768,-0.035134,0.0063346,0.0039173,-0.017256,-0.0162,-0.0027013
"145.0849_34.3",-0.013127,-0.0029813,0.0028804,0.032675,-0.014962,-0.013632,0.034737,-0.038506
"145.0973_118.5",0.029041,0.0032403,0.0019083,0.023016,0.025798,-0.0016205,0.021279,0.005432
"145.1078_105.1",0.019983,0.01827,-0.01354,-0.0036229,0.026824,0.0012905,-0.013744,-0.033021
"145.1224_22.1",0.01377,-0.020413,0.0048346,0.020109,-0.0079888,-0.023423,0.0073701,0.013074
"145.1336_30.3",-0.014385,-0.026355,-0.033784,0.0037731,-0.005532,0.0074948,-0.0072257,-0.023068
"145.5504_129.7",-0.019246,0.0083115,-0.025574,0.0063068,-0.020295,0.036502,-0.028898,0.0054683
"145.5766_120.5",-0.0024234,-0.009596,-0.015193,-0.012564,0.0067186,-0.022464,0.023592,0.0098839
"146.0271_37.2",-0.0067344,0.014198,-0.0040853,0.0099523,0.045404,-0.025468,-0.021526,-0.0042488
"146.1176_42.9",-0.027386,0.017835,-0.0038226,-0.013369,0.026646,-0.026662,0.0084742,-0.0097677
"146.1288_94.2",0.0062164,0.0082225,-0.018038,0.018641,-0.0097268,0.0099168,0.0035319,0.017766
"146.1369_38.2",-0.0027568,-0.036963,-0.018685,0.0017869,0.014465,-0.0011243,-0.0045169,-0.0044893
"146.1652_294",-0.024911,0.031761,-0.018662,0.0068631,0.011367,0.014089,-0.014162,-0.0063124
"146.1652_135.8",-0.011574,-0.0059637,-0.0075271,0.010628,-0.020078,0.02727,-0.0011033,-0.0079746
"146.5247_222.1",-0.0029593,-0.007595,-0.0030402,0.0079984,0.011887,0.010606,-0.023748,-0.00081181
"147.0305_29.8",-0.017481,0.038928,-0.00049624,0.0035604,-0.0079228,-0.0023684,0.0034005,0.0065378
"147.0647_32.2",-0.0092597,-0.028784,0.021621,-0.018189,-0.014424,0.0039292,0.0077313,-0.025511
"147.0715_280",-0.0075542,0.029713,-0.0083208,0.023124,0.01241,-0.014528,-0.01856,-0.015949
"147.0765_88.8",-0.015918,0.014018,-0.019987,-0.017115,0.023034,-0.027469,-0.004848,0.013546
"147.0804_109.5",-0.018463,0.014361,-0.0060441,0.031518,-0.0030403,-0.001216,0.012228,0.0050343
"147.1089_85.5",0.011216,0.012783,0.0018455,-0.045015,0.015755,-0.012559,0.018526,-0.014724
"147.1129_110.9",-0.015498,0.0061155,-0.044952,0.010008,-0.0011973,-0.0016065,0.0041373,0.005422
"147.121_47.8",-0.021863,-0.00090994,-0.004636,-0.034943,0.0013253,-0.034038,0.018729,-0.0075102
"147.1243_107.6",-0.013179,0.014059,-0.0092175,0.014898,-0.0037683,-0.014178,0.018598,-0.031575
"147.1453_108.5",-0.021582,0.012386,-0.027804,-0.012611,0.023289,-0.021715,0.00040353,0.015479
"147.1623_292.3",-0.027726,0.030558,-0.013854,0.0095234,0.018749,-0.0049656,0.00011547,-0.010262
"147.1686_294.1",-0.028714,0.031691,-0.015597,0.0061175,0.011347,0.0071486,-0.010555,-0.0095294
"147.1686_127.2",-0.012919,-0.010776,-0.0094647,0.018375,-0.013556,0.022834,-0.0091896,0.012851
"147.5942_91.8",0.022512,-0.0032676,-4.647e-05,-0.014711,-0.012625,-0.012038,-0.033124,-0.037067
"148.0276_79.6",-0.014297,0.027402,0.016018,-0.017158,-0.035103,0.021547,0.0029301,-0.013422
"148.0345_67.5",-0.015926,0.00034963,-0.014547,-0.0028795,-0.0097731,-0.034654,0.034832,-0.011501
"148.0427_54.8",0.0070375,0.026824,-0.0051725,0.018076,0.015516,0.018458,0.030032,0.031362
"148.0474_55.6",0.0051439,-0.012915,0.0094535,0.02292,0.005573,-0.019292,-0.027036,0.015413
"148.0501_30.1",-0.0014989,-0.026835,0.0255,-0.006772,0.0087985,0.0091919,0.034942,0.014048
"148.0604_76.3",-0.033677,0.024591,-0.0041079,-0.020481,0.0075428,-0.012091,-0.0080837,0.010471
"148.0932_78.7",-0.0096744,0.0018249,0.022422,-0.0089233,-0.0048192,0.02613,-0.032836,0.022351
"148.1161_109.1",-0.01691,0.022511,-0.014397,0.0032248,0.032259,-0.029576,0.01266,-0.012751
"149.0456_37.5",-0.021535,0.027914,-0.010999,-0.0064439,-0.015482,-0.0070735,0.010004,0.029314
"149.0564_25.9",-0.007152,-0.040149,0.0084851,0.021454,-0.016068,0.0025614,-0.0011336,-0.0071089
"149.057_89.2",-0.011235,0.029923,0.0085541,-0.014532,0.036895,-0.015045,-0.018688,0.014757
"149.0595_40.1",-0.011702,0.021948,-0.031618,0.0078982,-0.015845,0.015549,-0.00082759,0.019423
"149.0639_82",-0.036068,0.030645,0.0029976,-0.0072957,-0.003607,-0.00050581,-0.0069826,-0.0016224
"149.0744_30.7",-0.025882,0.002404,-0.024379,0.021144,-0.011657,0.032824,-0.01079,-0.0084863
"149.5301_135.3",0.019076,0.0009299,-0.01337,-0.011344,0.035793,-0.0026774,0.025888,-0.024664
"149.5488_125.7",0.0065868,0.013732,0.0022261,-0.044514,0.017888,-0.014634,0.0063641,-0.01956
"149.5974_274.6",-0.025417,0.027175,0.009389,0.00024733,-0.0034633,0.025273,-0.033589,0.014246
"149.9929_69.7",-0.035643,0.026751,-0.015801,-0.0035965,0.0068983,0.0061957,-0.0010087,-0.0056155
"150.0139_86.2",0.0019729,-0.023607,0.0016933,-0.0028437,0.0045781,-0.031951,-0.020639,0.024581
"150.0584_49",0.0025025,0.017505,-0.040894,0.016826,-0.01454,0.0030272,-0.0061663,0.015567
"150.0775_39.5",-0.012656,-0.030859,-0.023842,0.011451,0.00035495,0.015396,-0.0055368,-0.017117
"150.9955_141.1",0.027431,-0.024127,0.025176,0.0015222,-0.0013945,-0.011988,0.0052221,0.0025504
"150.9955_212.9",0.01942,-0.010738,0.028127,-0.017287,-0.0055308,-0.012468,0.0098232,0.012369
"151.0478_88.7",-0.016513,0.012352,-0.0144,-0.014028,0.016332,-0.016213,0.00025228,0.024203
"151.0867_19.9",-0.0044347,-0.036192,0.0061471,0.020231,0.0010145,-0.0027185,-0.0025157,0.026632
"151.1482_26.1",-0.0035045,-0.018483,0.012102,-0.035838,-0.0068592,-0.0046587,-8.6546e-05,-0.0082819
"151.991_70.4",-0.01977,0.0074041,-0.0088965,0.0023604,-0.00092982,-0.0031633,0.028422,-0.0085694
"152.0094_70.7",-0.0048358,-0.030353,0.024029,0.036298,-0.017775,-0.00066311,-0.001562,-0.0008816
"152.0552_48.6",-0.0032529,0.00074008,-0.025449,0.032471,-0.031109,-0.012037,-0.013577,0.0061079
"152.0564_168.6",-0.017305,0.026391,-0.030969,0.024377,-0.0083145,-0.0013021,0.01296,0.01207
"152.0819_78.1",-0.022565,0.019321,-0.025109,-0.010467,0.019268,-0.024536,-0.0023766,0.02026
"152.0923_112.6",0.015245,0.011764,-0.0058797,0.036706,-0.019117,0.035797,-0.0070237,-0.010289
"152.105_97.6",0.020265,0.0055293,-0.024243,0.018945,-0.019615,-0.012197,-0.014509,0.019153
"152.1106_284.1",0.014446,0.025631,-0.027874,0.022237,0.011866,0.012546,-0.021436,-0.015615
"152.5845_112.4",0.0031409,0.011292,-0.0074506,0.014581,-0.020881,0.020854,0.0050351,0.034967
"152.6123_281.3",0.015911,0.012429,-0.02315,-0.00036985,0.011261,0.034701,0.025638,0.01641
"152.9913_193.5",-0.01474,0.016062,1.8347e-05,0.018962,-0.012605,-0.024706,0.01069,0.0023788
"152.995_134",0.011882,-0.022458,0.017958,-0.0059273,-0.023138,-0.0061922,0.0052439,0.031602
"153.041_48.2",-0.022504,-0.011235,-0.038279,0.0096379,-0.0032263,0.014213,-0.0010771,-0.0095369
"153.0946_123.5",0.014977,0.009692,-0.023216,0.031767,-0.033407,0.005028,-0.020896,0.0085992
"153.1638_26.8",0.016394,0.012946,0.022967,-0.023,0.011447,-0.011539,-0.0063677,0.003481
"153.5569_136.1",-0.038075,0.021917,-0.0001536,-0.0034005,-0.012828,0.011249,-0.011695,-0.003806
"153.9485_292",0.010621,-0.036319,0.013947,-0.016781,-0.0037421,0.011679,-0.003025,-0.0032291
"154.0377_43.7",-0.023292,-0.02617,-0.018991,-0.0042935,-0.013433,0.018173,-0.0012015,-0.010845
"154.0439_49.9",-0.022127,-0.016859,-0.036157,0.004532,0.0042285,0.00031808,0.010969,-0.013871
"154.0487_57.4",-0.0052261,0.0030907,0.005832,0.00082722,0.018775,-0.026718,0.012539,-0.0027142
"154.0578_131.8",-0.026731,0.0016102,0.009675,0.010456,-0.027056,-2.677e-05,0.016429,-0.031567
"154.5557_133.6",-0.026136,0.020705,0.013647,0.015984,-0.021147,0.010981,0.0048891,-0.023463
"155.0427_89.9",-0.011343,0.029808,0.02751,-0.010379,-0.016273,0.0050379,-0.017375,0.025944
"155.0792_113.4",-0.0059757,-0.00016531,-0.0018434,-0.022307,0.033714,-0.0058657,0.044413,-0.019739
"155.0911_164.6",0.002993,-0.016563,0.0074005,-0.0085468,0.005881,-0.0025054,0.013843,0.0078293
"155.5917_95.7",-0.007487,0.0026103,0.00032837,0.01173,-0.025287,0.042151,0.005289,-0.013461
"155.9936_138.4",-0.0061977,-0.015363,0.0036506,0.0016636,0.014526,0.021866,0.0037531,-0.0078596
"156.0068_62.8",-0.033634,0.026499,0.0079315,0.0025588,0.005476,0.0077183,-0.010178,-0.013453
"156.0267_86.4",-0.0062827,0.021827,0.012011,-0.0040527,-0.021965,0.012859,-0.028884,0.0083947
"156.0299_64.3",-0.0091558,0.023631,-0.0016714,0.014353,0.0053205,-0.0037493,0.01911,0.0047612
"156.042_62.9",-0.0284,0.021324,0.0053089,-0.028246,-0.00030017,0.025909,-0.021174,0.0028351
"156.0647_104.8",-0.017436,0.026951,0.006226,-0.0065515,0.025423,-0.031662,0.0097117,-0.0059355
"156.0769_104.3",-0.026467,0.020123,-0.027255,-0.0045069,0.010614,-0.022738,-0.00024304,0.013295
"156.0893_104.8",-0.018291,0.019488,-0.01034,0.00087264,0.030556,-0.028058,0.0071159,-0.013068
"156.1123_107.2",-0.021691,0.010456,-0.017389,-0.0070888,0.0043528,-0.041059,0.020941,0.0048922
"156.5927_275.9",0.0059223,0.024617,-0.039035,0.0095651,0.013803,-0.0032443,-0.016548,0.0057717
"157.0285_242.5",0.0066063,-0.032505,0.021922,-0.0023435,0.0047264,0.005419,-0.003628,0.024573
"157.0393_63",-0.026815,0.021914,0.023992,-0.0011026,-0.025123,0.014405,-0.01897,0.0063581
"157.0456_63.3",-0.031603,0.012575,0.020788,-0.0097073,-0.0091739,0.020294,-0.025621,-0.0019547
"157.0608_77",-0.0058516,-0.0075122,-0.028664,0.0021935,0.029204,-0.0089626,0.0051506,0.010235
"157.0739_107.5",-0.03215,0.01892,-0.0079833,0.00089958,0.01532,-0.032293,0.011061,0.0042067
"157.0802_107.6",-0.03076,0.01834,-0.021646,-0.0041639,0.012066,-0.026462,0.0012915,0.017066
"157.0944_277.2",0.009595,0.0057118,-0.024926,0.0038275,-0.0096369,-0.025123,-0.004365,0.02033
"157.1084_106.5",-0.01433,0.011875,-0.011951,0.0033882,0.0079892,-0.017282,0.003782,0.0017653
"157.5684_144.1",5.4469e-05,-0.020771,0.0035696,0.021391,-0.017258,-0.015496,0.0025119,-0.025793
"158.0404_63.4",-0.029128,0.015378,0.024454,-0.0055158,-0.013716,0.018827,-0.020133,0.0007092
"158.0465_62.9",-0.030525,0.028824,0.011047,-0.0060515,-0.0038719,0.020039,-0.019823,0.0050247
"158.0765_48.6",0.01847,0.012179,-0.012982,-0.017223,0.012193,0.028679,0.0057018,0.001958
"158.0772_102",-0.021912,-0.012276,0.014199,-0.0064293,0.0085213,-0.013802,0.017554,-0.0087299
"158.082_108.8",-0.025995,0.0095143,0.020878,0.017858,0.0037659,-0.025979,0.028644,0.0043739
"158.0924_106.3",-0.033823,0.024335,-0.019332,0.0034554,-0.0038112,-0.0031264,-0.0069013,0.016592
"158.1051_288.4",0.03263,0.010185,-0.026438,0.019176,-0.0033416,-0.0083036,-0.011637,-0.0030567
"158.154_28.1",-0.0016786,-0.021391,0.030807,-0.00011652,0.004813,0.00024514,0.0032307,-0.01008
"158.4745_199.2",0.0074112,-0.012823,0.033465,-0.024088,-0.011771,-0.0019114,-0.0077435,0.013026
"159.0278_41.8",-0.037985,-0.0050059,-0.01014,0.019368,0.0069366,-0.00035137,-0.015783,0.00062245
"159.0437_62.6",-0.026713,0.028943,0.01984,0.0013543,-0.009453,0.022639,-0.019751,0.0015712
"159.0513_43.6",-0.034414,0.024627,0.0032027,-0.0054168,-0.018212,-0.0073612,-0.0075825,0.0092442
"159.0652_24.1",0.001876,0.00046143,0.0073469,-0.0099828,0.020786,-0.0048369,-0.036664,-0.027143
"159.0917_43.9",-0.0083508,0.018331,-0.0030139,0.0018641,-0.0061589,0.0028963,0.022677,-0.01045
"159.1131_37.3",0.017378,0.020486,-0.036267,0.0063372,-0.0046022,0.0094372,0.021209,-0.0036921
