"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"585.3977_28.7",0.033435,-0.00029418,-0.017124,0.025666,-0.011895,-0.018226,0.00064347,0.0088407
"586.38_31.3",0.027467,0.0031582,-0.01549,0.030794,-0.015627,-0.032702,-0.016224,-0.0055406
"586.64_55.4",-0.0024726,-0.024347,0.013523,-0.0051885,0.0058313,0.023587,-0.021067,0.025282
"586.7869_85.6",0.0037318,-0.016543,0.016304,0.029025,-0.016486,0.0031385,-0.0037235,-0.015517
"587.9883_91.2",-0.014964,0.033571,0.0040454,0.0099311,-0.0095354,0.020431,-0.0076352,0.018243
"588.1463_111.2",-0.028723,0.015281,-0.023059,0.0271,-0.013151,-0.0028545,0.014364,-0.0017242
"588.377_28.7",0.013311,-0.0063926,-0.0027322,0.016269,-0.015803,0.0088177,-0.0094285,0.021469
"589.0032_80.3",0.0001504,0.012219,0.025081,-0.030216,0.038784,-0.018544,0.0067718,-0.0016931
"589.912_78.2",-0.026997,0.025424,-0.012762,0.021457,0.0041311,0.025292,-0.020572,-0.0040338
"590.0328_77.8",0.0043414,-0.011374,0.0063906,0.0032767,0.029052,0.001715,0.0018793,0.0032759
"590.391_26.8",0.012055,-0.013584,-0.0087246,0.037281,-0.0047441,0.00024042,0.018097,0.018127
"590.9155_91.9",-0.0087407,0.029559,0.018151,-0.0077811,0.024054,-0.0058879,-0.01181,-9.1487e-05
"591.0884_111.1",0.019785,-0.0097624,-0.0016617,-0.030359,0.023,0.0017364,0.028874,-0.033903
"592.2007_99.2",-0.013941,0.012493,0.012952,-0.031279,0.018033,-0.015091,0.03635,-0.0062647
"592.3206_27.8",0.0081319,-0.0021114,0.014442,-0.030243,0.015237,-0.023987,-0.0012467,-0.0407
"592.3709_29",0.035833,0.0084714,-0.02344,0.016806,-0.0070758,0.00051046,0.0014775,0.002556
"592.9155_228",-0.014982,0.032566,-0.0038659,-0.015944,0.015252,-0.007773,-0.0030463,0.011944
"593.4791_25.3",0.0086843,-0.010695,2.7631e-05,-0.050528,-0.005478,-0.018452,0.028009,0.0036113
"593.6633_291.4",0.026372,0.0068652,0.012048,-0.025642,0.022004,0.012433,0.0018114,-0.023886
"594.5086_26",0.002052,-0.017839,-0.006033,0.021766,-0.020895,0.0043863,-0.0068409,0.01001
"594.672_64",0.0070131,-0.017862,0.017719,0.0041763,-0.0035537,0.017604,-0.027402,0.01283
"595.7749_122.6",-0.00096032,-0.026253,0.0046016,0.011496,0.021839,0.00088302,0.042008,0.001524
"595.7963_136.9",-0.0027803,0.0060498,0.011674,0.019908,-0.023776,-0.016925,0.022639,-0.033158
"596.0052_106.9",-0.021331,0.00047252,0.020226,0.0089375,-0.012221,-0.013749,-0.022498,0.033518
"596.8084_59.6",0.019673,0.0041743,-0.00064446,-0.023705,0.02458,0.0093243,0.010269,-0.023626
"597.1098_109.6",-0.028804,0.023961,-0.011776,0.012118,0.0031534,0.014579,-0.012038,-0.014918
"598.8247_134.2",-0.0075072,-0.0095999,0.011268,0.0023303,-0.0041823,0.0076439,-0.014986,-0.0025883
"598.8282_63",0.012909,-0.0095872,0.018522,-0.014243,0.0017171,-0.020189,-0.013807,-0.0079894
"599.9048_77.6",-0.013813,0.027449,-0.0067851,0.0053763,0.041354,-0.0034642,-0.012627,-0.0075017
"600.3141_44.7",0.014029,-0.003278,0.009591,0.0038214,-0.024122,0.0064362,-0.0029229,0.01247
"600.4682_27.9",0.013645,-0.030866,0.012886,0.017087,0.031972,0.011004,-0.0097072,-0.0032558
"600.4743_39.9",-0.0051382,0.0095388,0.027548,-0.0051963,-0.015407,-0.0044951,-0.0085811,0.0094719
"600.6885_57.1",-0.00726,0.0047172,-0.021678,-0.010822,-0.014578,0.038459,-0.0023867,-0.015945
"600.8346_65.9",0.0053185,-0.023713,-0.0012065,-0.00033168,0.014298,0.0092405,-0.044917,0.0085488
"600.9738_87.8",-0.021219,0.011508,0.0085212,0.019325,-0.025466,-0.0041937,0.030487,-0.025159
"601.209_117.7",-0.025515,0.017397,0.021838,-0.016708,0.0075012,-0.022625,0.0091729,-0.011567
"601.2822_136",0.011303,0.0067755,0.015804,0.00058981,-0.010466,0.0035654,-0.017278,0.022302
"601.3911_36.5",0.024976,-0.0044734,-0.014876,0.021221,-0.016995,-0.0061616,-0.011439,-0.0022167
"602.9793_59.9",-0.0041984,-0.039026,0.012718,-0.0021258,0.022223,0.0048563,-0.018651,0.013602
"603.1543_126.6",0.0037531,0.010854,-0.0098999,0.021269,-0.0047383,-0.0018475,0.0041588,0.05178
"604.1572_126.3",-0.006976,0.0074263,-0.016468,0.0087128,-0.018467,0.02313,-0.0019544,0.028562
"604.4063_19.5",0.02178,0.012055,-0.017416,0.012312,0.016721,0.016843,-0.008673,-0.002009
"604.9302_88.2",-0.014922,0.026583,0.013347,-0.020358,-0.020618,0.040621,-0.013024,0.016297
"604.983_108.8",-0.0098389,-0.012686,-0.0085282,-0.0010493,0.006395,-0.0078292,0.057062,0.0081649
"605.0229_89.7",-0.012341,0.038378,0.02083,-0.00026414,-0.010115,0.013387,-0.017547,0.0069947
"605.1588_125.7",-0.0061206,0.036028,0.02104,0.0039798,-0.0024905,0.0021713,-0.0035871,0.026813
"605.3156_28.2",0.009189,-0.031514,0.01107,0.011442,0.014429,-0.0029527,-0.019908,0.028274
"605.8474_68.9",-0.015191,-0.0097942,-0.0052284,-0.030358,0.0018237,-0.011033,0.047194,0.0031949
"605.9136_83",-0.02269,0.0084773,-0.003654,-0.027425,-0.009275,0.00082086,-0.0052762,0.027771
"606.3191_27.5",0.007951,-0.032356,0.013037,0.011488,0.014019,-0.0025159,-0.017012,0.019479
"606.743_59",0.012362,-0.00018022,0.021376,-0.02543,0.00074458,0.0083006,0.0090836,0.010616
"607.3822_40.4",0.013031,0.0020347,0.0076288,0.0020751,-0.021486,0.0049842,-0.0045388,0.023626
"607.5668_125.6",0.011502,-0.031073,-0.0039447,0.014836,-0.013966,-0.0084607,-0.033448,0.017135
"608.1747_84.8",-0.0017343,-0.027069,0.018847,-0.0097132,-0.014387,-0.012313,0.016197,0.0045478
"608.5578_52",0.010998,-0.0031178,0.015783,-0.013987,0.0017552,0.0075879,0.016515,0.006947
"609.8684_65.7",0.011918,-0.023189,0.0097441,-0.027979,-0.0063928,-0.0031121,-0.0021754,0.0049404
"609.9311_69.1",-0.022369,-0.0040275,0.0080482,-0.021808,-0.0017808,0.0094081,0.0056333,0.012212
"610.8377_269.8",0.016393,-0.0033539,0.021371,0.014131,0.022428,0.004875,0.0026026,-0.0020661
"610.9909_108",-0.026862,0.017815,0.0027825,0.0020357,0.011972,0.0097984,0.010325,-0.0010534
"611.46_28.8",0.020784,0.0046006,-0.012984,0.014201,-0.02634,-0.0059843,-0.0093302,-0.0016214
"612.3679_26.2",0.012963,0.007546,0.030071,-0.016836,0.0057234,0.0049574,-0.0011079,0.020248
"613.3054_29.5",0.012979,-0.032206,0.025289,-0.022006,-0.0069795,0.00063659,0.021433,-0.0093913
"613.4286_27",0.035279,0.0082162,-0.021829,0.018746,-0.0025992,0.0012419,0.0006209,0.0043549
"614.4788_26.2",-0.0059313,-0.04108,0.018146,-0.0095396,0.010201,0.0031703,-0.025096,0.014056
"614.5719_53.2",0.0028071,-0.026548,0.025133,0.029878,-0.0011694,-0.025001,-0.0052271,0.0078167
"615.4089_29.9",0.029719,0.012353,-0.018529,-0.010199,0.033154,0.013765,0.0037473,-0.017404
"615.8783_73.3",-0.013736,0.0082633,0.0026163,0.0086589,0.0039944,-0.011184,0.018899,-0.018404
"615.9808_66.6",-0.0099802,0.0061388,-0.0010206,0.020584,0.016588,-0.0081889,0.016653,-0.026932
"616.6603_48.5",0.0068531,-0.034305,0.014316,0.0045165,0.0077779,-0.0015944,-0.037659,0.022282
"616.858_65.5",0.015,-0.021027,0.0096737,-0.024745,0.017437,-0.0035454,-0.0016872,-0.0034603
"617.3575_65.4",0.026096,-0.0025347,0.0028696,0.0021746,-0.0099176,-0.011688,0.029717,-0.0010337
"617.9878_105.5",-0.02476,0.015821,0.014418,-0.00914,-0.0063575,-0.029803,0.010248,0.013591
"618.0971_99.2",0.0011871,-0.01249,0.014851,0.028677,-0.034973,-0.0061452,0.022183,-0.0090537
"618.5943_55.4",0.027178,-0.016336,0.018047,-0.017003,0.014363,-0.021911,-0.012319,0.0050811
"618.9517_60.2",0.0032323,-0.038646,0.015544,0.015335,0.011695,-0.0088462,0.0037969,-0.01338
"619.2865_43.8",0.0068847,-0.0049555,0.0073994,-0.013472,0.010336,-0.0052448,-0.031135,-0.0091831
"619.381_29.1",0.01724,0.0024416,-0.016992,-0.0013722,0.0038782,0.018473,-0.016315,-0.017306
"619.7438_81.9",-0.0023602,0.0011298,0.021853,-0.020052,-0.013883,0.00052293,0.018813,0.0019069
"619.9572_268.5",0.0018262,-0.021014,0.0030708,-0.02863,0.020154,0.0071817,0.0068851,-0.0077218
"620.3653_29",0.032646,0.0041236,-0.019537,0.018886,-0.01986,0.0085463,-0.004627,0.011086
"620.4891_47.7",-0.0047466,0.0034524,0.0063893,0.021107,0.021572,-0.0054544,-0.0013649,-0.020684
"620.5458_54.4",0.016448,-0.024232,0.022442,0.0053644,-0.023491,-0.0047294,-0.0030837,0.020292
"620.9982_94.4",0.0026271,0.017044,0.0030469,-0.037438,0.0084881,-0.026291,-0.00089856,-0.025932
"621.3098_26.5",0.022495,-0.013917,0.01823,-0.032813,0.0072686,0.017892,-0.01782,0.020762
"621.3971_28.1",-0.00038904,-0.014022,0.0031733,0.014815,-0.0057098,-0.01344,0.023284,-0.031696
"621.8879_83.9",-0.018597,0.012534,-0.013303,-0.0081767,0.024565,-0.042992,0.0014384,0.018078
"622.9547_95.2",-0.0077987,0.018834,0.011081,0.0088143,0.01819,-0.015534,0.0055139,-0.014144
"623.2887_27",0.0062893,-0.03048,0.026937,-0.011831,0.0134,0.0079858,-0.022931,0.0079334
"623.3156_25.6",0.013441,-0.018708,0.02015,-0.0091387,0.024806,0.0010214,-0.017171,0.013223
"625.1071_123.2",-0.014592,-0.0088196,0.014847,-0.019931,-0.018616,-0.015185,0.027118,-0.025207
"625.2015_92",0.01297,-0.002422,0.014992,-0.032805,0.017494,-0.0026946,0.022479,-0.039518
"626.9652_108.3",-0.0018856,0.022655,0.00044535,0.00089014,0.029607,0.029176,0.018859,-0.010083
"627.8203_63.8",0.021118,-0.0068707,0.016333,-0.0094257,-0.026326,0.0072527,-0.001157,-0.0031836
"627.896_83.7",-0.023258,0.029593,0.0042382,0.006615,-0.016506,0.033385,-0.019873,0.010829
"628.4812_53.3",-0.0087226,-0.006724,0.0021162,0.002078,-0.0070155,-0.023848,0.017657,-0.023253
"628.7002_63.6",-0.0041398,-0.038083,0.010789,-0.011669,-0.007037,0.0027442,-0.021161,-8.9776e-05
"628.8208_256.9",0.021141,-0.012957,0.017207,0.010453,0.0024614,0.018845,0.033175,-0.016813
"629.4223_31.4",0.015195,-0.0030171,-0.00021648,0.013177,-0.015078,-0.010217,-0.0016299,0.027144
"629.8186_59.8",0.0055178,-0.0099668,0.011477,0.029824,-0.01323,-0.023317,-0.003108,0.0036052
"629.9529_99",-0.027687,0.011188,0.018723,0.015421,-0.009176,-0.0042458,0.011979,-0.011533
"630.2707_85.4",-0.0084593,-0.015663,0.019314,0.035086,-0.027441,-0.0070576,0.017796,0.0042893
"630.3641_66.1",-0.00987,0.010249,0.026913,0.0044371,-0.031328,-0.0053442,-0.0093133,0.019001
"630.6997_65.8",0.00029468,-0.020682,0.028063,-0.0070693,0.014725,0.0086984,-0.0075192,0.01075
"631.3443_92.1",-0.0071651,-0.028701,0.022486,0.039159,-0.020257,0.00010489,-0.0048805,0.0026617
"631.3817_34.9",-0.0044072,-0.0017583,0.0036029,0.01593,-0.019873,0.0037987,-0.0052453,0.00064281
"631.3988_40.5",0.01871,-0.017867,-0.017698,-0.010961,-0.00020737,-0.00054875,0.021222,0.0026546
"632.6852_73.4",0.0010777,-0.016461,0.021799,0.011471,0.00628,0.0076953,0.013556,0.012444
"632.7835_63.7",-0.0027435,-0.011293,0.02565,0.012795,0.020555,-0.026731,0.010619,-0.0011868
"632.9738_107.7",-0.0093492,0.020918,-0.011293,0.0042944,-0.0031852,0.027816,-0.0048742,-0.007024
"633.0291_58.6",-0.00068316,-0.024724,0.018738,0.014825,0.018774,-0.0065303,-0.01526,0.012751
"633.3969_32.7",0.020151,0.013428,-0.012391,-0.015238,0.033759,0.0050165,6.8765e-05,-0.027553
"635.3394_42.8",-0.0041527,-0.040901,-0.0021262,0.037008,-0.0045965,0.0020052,-0.00069628,-0.014598
"636.569_54.5",-0.010415,-0.027273,0.012638,0.014381,0.0010949,0.0091526,0.0056029,-0.016836
"636.9518_176.2",-0.0071835,0.014698,0.012731,0.023844,-0.03374,0.0046936,0.026469,-0.030773
"636.9972_116.1",-0.015222,0.027299,-0.023188,0.026907,0.015377,-0.014445,-0.0042635,0.0046109
"637.431_35.8",-0.007268,-0.025326,0.021338,0.0067994,0.021332,0.011862,-0.013288,0.011028
"637.6319_111.9",-0.0050998,0.0037591,-0.011509,0.0020699,-0.00043929,0.045274,-0.0040836,-0.0023843
"637.861_75.7",-0.023806,0.021934,-0.0026381,0.0029218,0.029918,-0.029668,0.005735,-0.01013
"638.2698_45",0.028695,0.014,-0.0049457,0.014236,-0.012651,0.0022066,-0.0082612,0.023497
"638.3108_25.4",0.0092974,-0.029326,0.0075243,-0.0051632,0.0054773,0.0074356,-0.017994,0.0091226
"638.337_26.6",0.0087158,-0.022871,0.009004,-0.021231,0.013346,0.0080999,-0.013483,0.011356
"638.4334_40.2",0.016306,0.0038687,-0.0093054,-0.022798,0.030949,0.0050022,0.0039458,-0.014576
"638.9801_65.3",0.0094563,-0.025516,0.028233,0.0071923,-0.0020792,-0.0051496,0.0095165,-0.01036
"639.3127_25.6",0.015079,-0.028804,0.010001,-0.0060549,0.00068027,0.0056856,-0.011088,-0.0040253
"639.339_26.4",0.016867,-0.0071241,0.024356,-0.037952,0.021963,0.0064045,-0.0091158,0.0047613
"639.9043_66.3",0.02047,-0.0019186,0.011274,0.018064,-0.00094284,-0.023346,-0.0048625,0.0042259
"640.215_107.8",-0.0055521,-0.024842,0.021999,0.028367,-0.0058174,-0.0059502,0.015795,0.0075024
"640.3139_25.5",0.022043,-0.0049949,-0.0014795,0.024958,-0.01332,-0.012328,0.015893,-0.0044542
"640.6042_55.4",0.0062898,-0.027589,-0.0011539,-0.0088599,0.0067728,0.018449,0.0065097,-0.015473
"640.7305_67",0.0094299,-0.017677,0.030699,-0.0072085,0.017359,0.015079,-0.0075174,0.029763
"641.4601_27.9",0.017883,0.00947,-0.0085736,0.013973,-0.015823,0.033767,-0.014661,0.0024271
"642.7068_77.1",0.0005539,0.0079075,0.010732,0.022402,-0.001869,0.024593,-0.037142,0.04383
"643.1618_108.5",-0.025333,0.016028,-0.018222,-0.0066599,0.030225,-0.024666,-0.0017945,0.012764
"643.4025_28.7",0.029046,0.013265,-0.020281,-0.011069,0.032767,0.013614,0.0020042,-0.017338
"643.8229_66.3",0.020573,-0.011948,0.0080022,0.0026803,0.0029093,0.010727,0.031533,0.011686
"643.8627_65.8",0.0013411,-0.0011984,0.021986,0.0088532,-0.0036976,-0.003358,0.041118,0.015099
"643.8693_79.5",-0.015561,-0.0056698,0.015465,0.019158,-0.015745,-0.015507,0.029486,-0.034619
"645.123_85.1",0.015128,-0.018131,0.010417,-0.03969,-0.0081856,0.0049686,0.022708,-0.011075
"645.4978_26.6",0.0019094,-0.034425,0.011417,0.0008003,0.0021023,0.0010051,-0.0082622,-5.4022e-05
"646.0209_222.8",-0.0029714,0.0097508,-0.010501,-0.00058997,0.0077385,-0.0081348,0.049881,-0.0078505
"646.1289_86.4",-0.0070452,-0.035127,0.0074323,0.024807,-0.007516,-0.0061689,-0.0018696,-0.0029272
"646.5698_53.8",0.0065314,-0.015123,0.014325,-0.0037993,-0.02863,0.014706,-0.016038,0.010514
"647.4134_27.1",0.029187,0.013976,0.004231,-0.011869,0.022144,0.011615,0.010875,-0.02073
"647.4587_70.9",0.003274,0.0057994,-0.0036339,-0.025884,-0.027311,0.040407,-0.0037887,0.004236
"647.5583_89.6",0.021493,-0.010009,0.001586,-0.035431,0.029129,0.012775,-0.0073162,-0.0017134
"648.5466_54.4",0.00050691,-0.032267,0.004301,-0.027455,-0.0090453,0.0012522,-0.018358,0.0073184
"649.219_250.2",0.022671,-0.00013056,0.0112,-0.032735,0.0072228,0.014924,0.0053224,0.0079657
"649.4651_78.2",-0.0058718,-0.014808,0.021622,-0.0064511,-0.0075992,0.011852,-0.03124,-0.0063668
"650.4812_47.9",-0.0019027,-0.0071748,0.009072,0.029691,-0.025971,0.00071215,0.022038,-0.033518
"650.6257_69.1",0.010452,-0.029988,0.0066835,0.01364,0.0055822,0.0078793,-0.01424,0.018619
"650.7818_229.3",-0.0049186,0.0073579,0.023873,-0.016375,-0.01226,0.0093937,-0.016591,0.01009
"651.3221_26.8",0.024039,-0.016349,0.018194,-0.030306,0.023805,-0.0034025,0.0012452,0.0040119
"651.3515_65.5",0.013515,-0.021677,0.0031498,0.0045662,-0.0053268,-0.010339,-0.0077387,0.019553
"651.9373_98.3",-0.021764,0.025535,0.010493,-0.0065634,0.02638,-0.030833,0.0073057,-0.0061925
"652.1384_87",0.0028673,0.0026635,0.0081758,0.0096787,-0.026908,-0.024968,-0.0058643,0.03411
"652.2837_44.4",-0.0058028,-0.0078811,0.0048108,0.030335,-0.011728,-0.0023604,0.030032,-0.015896
"652.324_26.9",0.021655,-0.022521,0.013428,-0.034528,0.018692,0.013327,0.0087055,0.0033231
"652.7031_62.8",-0.01157,-0.025954,0.0087746,0.016882,-0.0076899,-0.013788,0.0061995,0.018321
"653.3017_25.6",0.017705,-0.015345,0.0064857,-0.030356,-0.0035216,0.017778,0.0044755,-0.031947
"653.8243_66.4",0.01524,-0.02184,0.005429,0.0056175,-0.012555,-0.018626,0.031074,-0.029998
"654.0283_24.6",0.016403,-0.023881,0.013967,0.020036,-0.0095173,0.0046186,0.040944,-0.0022638
"654.3284_25.5",0.027216,-0.029214,0.01371,-0.0032977,0.004493,0.0026558,-0.0066657,-0.00037412
"654.6359_24.8",0.0090699,0.0033329,0.0095062,-0.029522,0.03899,0.0029114,0.023157,0.00017241
"654.7012_62.8",0.00070026,-0.023816,0.012478,0.019917,0.014156,-0.0022161,-0.026774,0.024947
"654.7708_47.1",-0.010048,-0.013873,0.020141,-0.011665,0.0057663,-0.0081195,0.0062886,0.015236
"654.8337_25.1",0.027847,-0.025163,0.0097646,0.005382,-0.0065196,0.0061805,-0.0045949,-0.012754
"655.8364_24.6",0.012993,-0.0097597,0.016313,-0.031724,-0.0088052,-0.0067358,0.015456,-0.025264
"656.3406_25",0.022782,-0.02667,0.016125,-0.0021748,-0.00070922,-0.0049869,-0.0048369,0.0044875
"656.5722_36.5",0.0038104,-0.028687,0.01296,0.024829,0.0036235,-0.021489,0.014483,-0.020885
"656.5811_31.5",0.0033853,-0.03829,0.016236,-0.019665,0.0067058,0.003375,-0.011506,0.014509
"657.2431_44.2",0.018803,-0.018014,-0.015043,0.0031666,0.020346,0.015911,-0.034046,0.015793
"657.3128_25.1",0.0089795,-0.02414,0.01067,0.026984,0.00874,0.022924,-0.0051607,0.0071726
"657.3402_25.2",0.017969,-0.035534,0.010996,0.015014,-0.0084617,-0.0055823,0.012275,-0.012609
"657.4172_29.1",0.033041,-0.0094837,-0.020548,-0.0030663,0.015348,0.011146,0.0067193,-0.0038114
"657.5846_30.9",0.0073717,-0.026637,0.013691,-0.011605,0.0010856,0.0085658,0.010322,0.025384
"658.5041_35.6",-0.0018081,-0.011755,0.02128,-0.0084178,-0.014268,0.0036339,0.0086687,0.0014988
"659.0351_94.3",-0.00040461,0.024008,0.014588,-0.020391,-0.032086,0.03946,-0.0053167,0.0020688
"659.2871_24.4",0.012516,-0.033619,0.021452,-0.0063861,-0.0068371,0.0055819,-0.0072494,-0.0058084
"659.3902_27.6",0.023274,0.013813,-0.025732,0.024269,-0.018664,0.013824,-0.016065,0.0043159
"659.5132_26.3",0.016744,-0.00082744,0.020334,-0.022875,-0.015327,0.0026383,0.026993,0.0051062
"659.9258_66.2",0.00034672,-0.0049122,0.0077195,-0.0032642,-0.021449,0.013457,0.0077442,-0.0026469
"659.9317_60.8",0.029111,-0.014224,0.018405,-0.022047,-0.0077758,0.0056373,-0.0053208,0.017193
"660.4675_51.4",-0.010967,-0.012709,0.026928,0.014328,-0.011029,0.010038,-0.0063616,-0.013931
"660.5569_31.4",0.010244,-0.012904,0.013278,-0.044045,0.015505,-0.0068107,0.016192,0.015399
"660.646_63",0.013755,-0.018401,0.0059104,-0.011356,-0.0029318,0.0032563,-0.046324,-0.0085935
"661.294_24.2",0.0032059,-0.036259,0.026574,0.0076164,-0.0047624,-0.0023249,-0.011119,-0.0097859
"661.5371_31.5",0.011567,-0.032446,0.026752,-0.021222,0.0046616,-0.0047859,-0.027802,0.010323
"661.9985_222",-0.016763,0.017871,0.014758,0.020088,-0.014619,0.018188,0.011793,-0.029511
"662.3279_43.3",-0.022947,0.024736,0.011879,0.019696,-0.0088487,-0.002155,-0.023682,0.025407
"663.3331_42.9",-0.015529,0.013947,-0.0050871,0.014914,-0.032297,0.0015279,0.004667,0.029955
"663.4064_27.9",0.01717,0.0061606,-0.021581,0.034686,-0.0032943,0.019401,0.022896,0.013626
"664.1154_284.7",-0.016959,-0.012628,0.010294,0.017472,-0.016836,0.019836,-0.0022612,-0.033845
"664.7615_283.1",0.0073779,-0.019529,0.018227,0.0071817,-0.00017155,0.007337,-0.016819,0.037919
"664.9292_59.7",0.013571,-0.024243,0.0038193,-0.014053,0.010516,0.015736,-0.0090732,0.010418
"665.0028_108.3",-0.021181,0.0080865,-0.017034,0.007537,-0.019292,0.001373,0.00095176,0.021567
"665.1201_284.6",0.0097743,0.002194,-0.010466,0.0029367,0.043044,0.0062697,0.04549,-0.012844
"665.1432_108",-0.016159,0.025005,-0.0035218,0.0068942,-0.017632,0.033987,-0.017129,-0.002696
"665.2445_26.6",0.0026704,-0.01812,0.015366,0.033154,-0.016756,-0.012131,0.0014491,0.004683
"665.4609_31.7",0.0075518,-0.028929,0.012698,-0.014838,0.0067716,0.012027,-0.014022,0.011315
"665.4955_29.7",0.0088305,-0.027481,-0.0053425,-0.018854,0.00843,-0.01322,0.00322,-0.026162
"666.502_50.2",-0.00078087,0.017137,0.016046,-0.016033,-0.040633,0.033558,-0.008533,0.022461
"667.1087_87.6",-0.012525,-0.030908,0.014337,0.027486,-0.011684,0.01279,-0.0091084,-0.006081
"667.2297_247.4",0.00060718,0.022768,-0.011626,-0.0054892,0.043926,0.0096658,0.018575,0.013509
"667.326_65.7",0.013529,-0.0064789,0.02999,0.01348,0.01337,0.0010204,0.0154,0.0095197
"667.4371_31.3",0.014609,-0.0082027,0.016,0.013888,0.016826,0.0072985,0.0066544,0.026532
"668.6187_26.2",0.020601,-0.0041917,0.0039696,-0.047896,0.00012657,0.0044796,0.0049566,0.0056743
"670.4664_41",0.0062535,-0.0079146,0.0046611,-0.019485,-0.025443,-0.018678,-0.023055,0.018156
"671.4708_27.5",0.0074114,-0.030035,0.010714,-0.024583,-0.012685,0.010968,-0.0069515,0.0047052
"673.9171_97.9",-0.022173,0.025601,0.018612,0.0067104,-0.029246,0.028257,-0.015715,0.0060668
"673.9959_290.3",-0.029082,0.0035808,-0.009678,-0.010777,-0.0011233,0.023191,-0.011197,-0.018674
"674.9126_61.1",-0.0057108,-0.016062,0.020142,0.013148,-0.0070667,-0.0079453,-0.00077954,0.018363
"675.4654_25",0.014148,-0.012445,-0.0015794,-0.015594,0.034044,-0.0011936,0.0080463,0.0010412
"675.5435_34.9",-0.010203,-0.026832,0.02528,0.018407,-0.012309,0.017002,-0.0087395,-0.011233
"675.9064_60.3",0.0022554,-0.022342,0.012271,-0.00024634,-0.004655,0.015688,-0.036989,0.035883
"676.2862_42.5",0.030177,0.0011901,-0.01116,-0.017593,-0.0039443,0.016487,0.020551,-0.024635
"676.554_54.2",0.0094567,-0.0069681,0.0075663,-0.036304,0.011402,-0.020096,-0.0057058,0.01109
"676.9097_61.1",0.0037552,-0.033002,0.013976,0.0054251,0.0065644,0.0026392,-0.027602,0.022901
"677.5104_36.2",0.0095406,-0.012632,0.020208,-0.029562,-0.012908,0.011613,-0.0013622,0.020351
"678.3015_44.3",0.0030466,-0.029281,0.01975,0.028981,-0.0085513,-0.00034061,0.0030898,-0.013553
"678.3328_25.7",0.0053035,-0.032757,0.012526,0.024095,0.0093154,-0.0044771,-0.021297,0.013451
"679.4383_29.7",-0.010163,-0.021433,0.023841,0.016742,-0.0015889,0.021993,-0.036123,0.012076
"679.5143_28.4",0.0052433,-0.0026693,-0.0075107,-0.022277,-0.013556,0.049222,-0.0057458,-0.011013
"679.7235_87.5",-0.0079231,-0.033344,0.0064498,0.0081387,0.014582,-0.0022854,-0.021313,0.0091213
"679.9661_177.5",0.0040279,0.021671,-0.026199,0.019371,0.0068581,-0.027656,0.0092956,0.016932
"681.9093_83.7",-0.019897,0.018766,-0.0083147,-0.0021618,0.0066689,-0.024882,0.0053452,0.022064
"682.5415_30.6",-0.0057777,0.025579,0.013558,-0.011072,-0.02124,0.045027,-0.0061265,0.0083644
"682.562_48.9",-0.00053631,-0.012865,0.019696,-0.00047736,-0.0052708,-0.0056189,0.021575,0.023777
"682.5884_55.1",0.0055605,-0.018924,0.013455,-0.01339,0.0028047,0.0071847,-0.0059805,0.012312
"683.4651_29.6",-0.0076643,0.030028,0.013651,-0.010315,-0.025804,0.027709,-0.042631,0.0048503
"684.1946_37.3",0.013838,-0.028496,0.014739,-0.0040166,0.012699,-0.0035757,-0.0091429,0.022909
"684.4659_40.1",0.011099,0.014365,-0.0014974,0.013802,-0.033089,0.01039,-0.025307,0.019339
"685.9654_94.8",-0.006063,0.0097357,0.032737,-0.010549,-0.011029,-0.0071542,0.018261,0.0056726
"686.1222_111.3",-0.011523,0.0043321,-0.0092099,0.015081,-0.0024948,-0.045836,-0.0039903,0.0041878
"686.5805_55.1",0.012589,-0.016914,0.0028338,-0.01695,0.011563,0.014488,-0.011661,0.0024224
"686.6215_111.9",0.0025398,-0.01939,-0.014961,-0.00040679,0.020873,-0.0029436,-0.01259,0.012652
"686.9857_107.8",-0.030234,0.026655,0.0023663,-0.0050271,0.0079729,-0.00037339,-0.00080611,0.01342
"687.4213_50.1",-0.01068,-0.033211,0.018937,0.012447,-0.0016719,-0.0053689,-0.012194,0.0053644
"688.5213_29.7",0.017147,-0.0095107,0.013204,-0.021926,-0.0059865,0.0074549,-0.024963,0.00023234
"688.7412_64.7",0.007237,-0.02098,0.022519,0.020956,-0.017334,-0.028487,0.023438,0.0078493
"688.9087_70",-0.010161,-0.01425,0.0072072,0.02964,-0.0077277,-0.0069886,0.039916,-0.047589
"689.89_98.5",-0.029793,-0.00066151,0.019753,0.0056006,-0.014083,-0.0038266,0.021138,-0.017101
"690.508_30.9",0.012023,-0.027089,-0.011183,-0.0012213,0.017013,0.005095,0.014036,-0.033948
"690.5966_39.1",0.0010572,-0.0091642,0.023273,-0.0042221,0.023075,0.011696,-0.016072,0.021183
"690.8904_228.8",0.00085894,0.030908,0.01049,-0.025135,-0.015216,0.031001,0.00071726,-0.0097968
"691.5073_30.1",0.015476,-0.021969,0.0065693,-0.012587,0.0039127,-0.010311,-0.0010033,-0.0096329
"692.5953_52.5",0.0034617,-0.017868,0.018577,0.0045639,-0.0010736,-0.017152,0.017563,0.01596
"692.6164_54.9",-0.0051848,-0.034274,0.0051984,0.018188,0.011023,0.01091,-0.00080528,-0.019795
